Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
390,Duane Washington Jr.,22,PHO,SG,31,3,394,11.7,31.8,0.367,5.0,13.8,0.36,6.7,18.0,0.372,0.445,2.0,3.0,0.667,0.2,4.2,4.5,7.8,0.7,0.5,4.2,2.9,30.3,93.0,117,,washidu02,9.3,0.458,0.434,0.094,0.6,9.8,5.1,25.2,0.7,0.9,11.3,32.5,-0.8,0.3,-0.5,-0.065,-1.8,-2.8,-4.6,-0.3
391,Kessler Edwards,22,2TM,SF,36,4,385,4.5,11.6,0.387,2.1,6.9,0.309,2.4,4.7,0.5,0.478,1.4,1.9,0.733,2.9,4.7,7.6,2.9,1.7,0.7,1.6,5.0,12.5,108.0,117,,edwarke02,8.4,0.502,0.591,0.161,6.9,11.1,9.0,7.5,1.7,1.4,11.5,12.7,0.1,0.3,0.4,0.048,-3.2,-0.7,-3.9,-0.2
391,Kessler Edwards,22,BRK,SF,14,1,79,3.7,14.8,0.25,1.2,7.4,0.167,2.5,7.4,0.333,0.292,0.6,1.2,0.5,3.7,4.9,8.7,1.2,1.9,0.6,2.5,1.9,9.3,71.0,115,,edwarke02,2.4,0.301,0.5,0.083,8.7,11.1,10.0,3.2,1.9,1.1,13.9,16.2,-0.3,0.1,-0.2,-0.108,-6.7,-3.0,-9.7,-0.2
391,Kessler Edwards,22,SAC,SF,22,3,306,4.7,10.8,0.435,2.3,6.7,0.349,2.3,4.1,0.577,0.543,1.6,2.0,0.769,2.7,4.7,7.3,3.3,1.7,0.8,1.4,5.8,13.3,120.0,117,,edwarke02,10.0,0.569,0.623,0.188,6.4,11.1,8.8,8.5,1.7,1.4,10.8,11.7,0.3,0.2,0.6,0.088,-2.3,-0.1,-2.5,0.0
392,Saben Lee,23,2TM,PG,25,1,373,6.4,15.9,0.405,1.4,3.9,0.367,5.0,11.9,0.418,0.45,5.5,7.5,0.737,1.7,4.2,5.9,8.8,2.5,0.1,3.1,4.2,19.8,111.0,113,,leesa01,13.1,0.517,0.248,0.471,3.8,9.7,6.7,24.3,2.5,0.2,14.1,19.5,0.2,0.4,0.7,0.088,-2.7,0.9,-1.8,0.0
392,Saben Lee,23,PHI,PG,2,0,10,14.9,19.8,0.75,0.0,5.0,0.0,14.9,14.9,1.0,0.75,0.0,0.0,,0.0,0.0,0.0,9.9,5.0,0.0,14.9,5.0,29.7,86.0,111,,leesa01,12.8,0.75,0.25,0.0,0.0,0.0,0.0,36.9,5.0,0.0,42.9,31.3,0.0,0.0,0.0,-0.096,-3.7,-0.6,-4.3,0.0
392,Saben Lee,23,PHO,PG,23,1,363,6.2,15.8,0.393,1.5,3.9,0.379,4.7,11.8,0.398,0.44,5.7,7.7,0.737,1.8,4.3,6.1,8.8,2.4,0.1,2.8,4.2,19.5,112.0,114,,leesa01,13.1,0.51,0.248,0.487,3.9,10.0,6.9,24.0,2.4,0.2,12.9,19.1,0.3,0.4,0.7,0.093,-2.7,0.9,-1.8,0.0
393,Gary Payton II,30,2TM,SG,22,1,367,5.4,9.1,0.594,1.7,3.4,0.5,3.7,5.7,0.651,0.688,0.8,0.9,0.857,3.2,5.9,9.1,3.9,2.9,0.7,2.1,5.7,13.3,131.0,115,,paytoga02,13.3,0.701,0.377,0.101,7.4,13.9,10.6,11.0,2.9,1.2,18.2,10.3,0.6,0.4,1.0,0.125,-1.2,1.5,0.3,0.2
393,Gary Payton II,30,POR,SG,15,1,255,4.6,7.8,0.585,1.7,3.2,0.529,2.9,4.6,0.625,0.695,0.8,0.8,1.0,1.9,5.5,7.4,4.2,3.1,0.2,2.3,5.5,11.7,126.0,116,,paytoga02,11.3,0.713,0.415,0.098,4.5,13.2,8.8,11.6,3.1,0.3,21.9,9.3,0.3,0.2,0.5,0.097,-2.0,1.4,-0.6,0.1
393,Gary Payton II,30,GSW,SG,7,0,112,7.2,11.8,0.607,1.7,3.8,0.444,5.5,8.0,0.684,0.679,0.8,1.3,0.667,5.9,6.7,12.7,3.4,2.5,1.7,1.7,5.9,16.9,138.0,111,,paytoga02,17.7,0.682,0.321,0.107,14.0,15.4,14.7,9.6,2.5,3.1,12.0,12.5,0.3,0.2,0.4,0.191,0.5,1.9,2.4,0.1
394,Udoka Azubuike,23,UTA,C,36,4,359,7.9,9.6,0.819,0.0,0.0,,7.9,9.6,0.819,0.819,0.9,2.7,0.35,4.1,11.7,15.8,1.5,0.8,2.0,2.4,4.5,16.6,131.0,114,,azubuud01,16.1,0.774,0.0,0.278,9.5,26.1,17.9,4.3,0.8,3.5,18.2,11.5,0.6,0.4,1.0,0.134,-1.2,0.5,-0.6,0.1
395,Gorgui Dieng,33,SAS,C,31,1,358,5.9,15.4,0.385,2.8,9.9,0.28,3.2,5.5,0.571,0.474,1.3,1.7,0.769,3.6,10.6,14.1,7.0,0.5,1.8,4.2,7.5,16.0,100.0,118,,dienggo01,9.9,0.493,0.641,0.111,7.9,25.4,16.3,19.4,0.5,3.2,20.7,17.9,-0.2,0.2,0.0,0.001,-4.0,0.1,-3.9,-0.2
396,JaVale McGee,35,DAL,C,42,7,355,11.2,17.5,0.64,0.3,0.7,0.4,10.9,16.8,0.65,0.648,3.4,5.7,0.585,4.2,10.8,15.0,1.5,0.6,3.6,5.0,7.6,26.0,108.0,112,,mcgeeja01,17.2,0.65,0.04,0.328,9.7,25.5,17.5,5.2,0.6,6.5,20.1,22.8,0.1,0.5,0.6,0.076,-3.6,-0.1,-3.7,-0.1
397,Markieff Morris,33,2TM,PF,35,2,355,6.5,15.9,0.409,3.9,9.8,0.394,2.6,6.1,0.432,0.53,1.4,1.4,1.0,1.8,8.0,9.8,4.3,1.2,0.7,2.5,6.6,18.2,108.0,115,,morrima02,10.4,0.553,0.617,0.087,4.2,18.2,11.3,12.2,1.2,1.2,13.1,17.2,0.1,0.4,0.4,0.059,-2.3,-0.4,-2.7,-0.1
397,Markieff Morris,33,BRK,PF,27,1,285,5.7,14.0,0.402,3.4,8.4,0.408,2.2,5.7,0.394,0.524,1.7,1.7,1.0,2.2,7.9,10.1,4.3,1.4,0.9,2.4,5.7,16.4,110.0,114,,morrima02,10.7,0.556,0.598,0.122,5.2,17.7,11.6,11.8,1.4,1.5,13.9,15.6,0.1,0.3,0.4,0.074,-1.8,-0.1,-1.9,0.0
397,Markieff Morris,33,DAL,PF,8,1,70,9.9,23.4,0.424,5.7,15.6,0.364,4.3,7.8,0.545,0.545,0.0,0.0,,0.0,8.5,8.5,4.3,0.7,0.0,2.8,10.7,25.6,100.0,118,,morrima02,9.1,0.545,0.667,0.0,0.0,20.2,10.0,13.7,0.7,0.0,10.8,23.9,0.0,0.1,0.0,0.002,-4.4,-1.4,-5.8,-0.1
398,Furkan Korkmaz,25,PHI,SG,37,0,353,6.7,15.6,0.432,2.5,6.5,0.391,4.2,9.1,0.462,0.514,3.6,5.1,0.722,0.8,5.1,5.9,3.1,1.4,0.4,3.4,2.5,19.6,100.0,115,,korkmfu01,9.3,0.552,0.414,0.324,2.0,11.8,7.0,8.8,1.4,0.8,15.9,19.1,-0.2,0.3,0.1,0.019,-3.3,-1.0,-4.4,-0.2
399,Richaun Holmes,29,SAC,C,42,1,348,7.6,12.2,0.618,0.7,1.1,0.625,6.9,11.1,0.617,0.646,2.1,2.6,0.789,4.0,7.0,11.0,1.2,0.4,1.5,1.9,6.9,17.9,127.0,118,,holmeri01,12.9,0.668,0.09,0.213,9.6,16.6,13.1,3.5,0.4,2.8,12.6,13.7,0.6,0.3,0.8,0.113,-2.0,-0.9,-2.9,-0.1
400,A.J. Green,23,MIL,SG,35,1,345,7.3,17.3,0.424,6.1,14.5,0.419,1.2,2.8,0.45,0.6,0.6,0.6,1.0,0.8,5.4,6.2,3.0,0.8,0.0,1.2,4.3,21.3,121.0,115,,greenaj01,11.5,0.607,0.84,0.032,1.9,11.3,6.8,8.7,0.8,0.0,6.6,16.6,0.5,0.3,0.8,0.111,-0.3,-0.6,-0.9,0.1
401,Davon Reed,27,2TM,SG,43,1,342,4.0,12.0,0.333,2.4,6.6,0.37,1.6,5.4,0.289,0.435,2.3,3.4,0.667,1.4,7.0,8.4,3.3,2.1,0.6,2.9,5.6,12.7,93.0,113,,reedda01,6.2,0.471,0.548,0.286,3.4,16.0,9.9,8.2,2.1,1.0,17.5,14.5,-0.4,0.4,0.1,0.008,-5.4,0.0,-5.3,-0.3
401,Davon Reed,27,DEN,SG,35,1,315,3.9,12.4,0.313,2.5,6.8,0.364,1.4,5.6,0.25,0.413,2.3,3.1,0.75,1.4,7.1,8.5,3.0,2.0,0.6,3.1,5.6,12.6,89.0,113,,reedda01,5.2,0.456,0.55,0.25,3.4,16.3,10.0,7.3,2.0,1.1,18.4,15.0,-0.4,0.4,-0.1,-0.009,-5.8,-0.3,-6.1,-0.3
401,Davon Reed,27,LAL,SG,8,0,27,5.3,7.0,0.75,1.8,3.5,0.5,3.5,3.5,1.0,0.875,1.8,7.0,0.25,1.8,5.3,7.0,7.0,3.5,0.0,0.0,5.3,14.0,155.0,111,,reedda01,16.7,0.694,0.5,1.0,4.1,11.5,7.9,19.2,3.5,0.0,0.0,9.0,0.1,0.0,0.1,0.208,-0.1,4.4,4.3,0.0
402,Jae Crowder,32,MIL,PF,18,3,340,6.3,13.2,0.479,3.4,7.7,0.436,2.9,5.5,0.538,0.606,1.4,1.7,0.833,2.4,7.3,9.7,3.8,1.7,0.8,1.0,3.8,17.4,133.0,111,,crowdja01,14.6,0.624,0.585,0.128,5.4,15.3,10.6,10.6,1.7,1.4,6.6,13.2,0.7,0.5,1.2,0.165,0.1,1.1,1.2,0.3
403,Derrick Rose,34,NYK,PG,27,0,338,8.9,23.2,0.384,2.8,9.2,0.302,6.1,14.0,0.438,0.443,1.6,1.8,0.917,1.2,4.7,5.8,6.7,1.0,0.7,3.2,2.6,22.2,99.0,117,,rosede01,10.1,0.463,0.396,0.075,2.6,10.4,6.5,19.9,1.0,1.4,11.8,23.6,-0.3,0.3,0.0,-0.001,-2.2,-1.5,-3.7,-0.1
404,McKinley Wright IV,24,DAL,PG,27,1,335,6.8,14.5,0.469,1.3,4.2,0.321,5.5,10.4,0.529,0.515,1.9,2.8,0.684,1.3,5.6,7.0,8.6,1.2,0.7,2.8,3.6,16.9,113.0,118,,wrighmc01,12.4,0.536,0.286,0.194,3.1,13.4,8.2,25.2,1.2,1.3,15.2,16.9,0.2,0.2,0.5,0.069,-1.9,-0.8,-2.7,-0.1
405,Theo Pinson,27,DAL,SG,40,1,323,4.8,13.4,0.356,3.4,9.5,0.355,1.4,3.8,0.36,0.483,1.7,2.0,0.846,1.5,8.2,9.7,7.1,0.9,0.2,1.8,5.2,14.6,114.0,117,,pinsoth01,10.1,0.512,0.713,0.149,3.6,19.3,11.4,19.6,0.9,0.3,11.5,14.7,0.2,0.2,0.5,0.071,-2.5,-0.9,-3.4,-0.1
406,Julian Champagnie,21,2TM,SF,17,3,320,8.7,19.2,0.454,4.9,12.1,0.402,3.8,7.1,0.542,0.581,2.1,2.5,0.824,1.5,7.4,8.9,1.5,0.9,0.7,1.6,3.8,24.4,115.0,121,,champju02,13.4,0.6,0.631,0.131,3.3,17.7,10.2,4.5,0.9,1.3,7.4,19.2,0.3,0.1,0.4,0.061,-0.6,-2.7,-3.3,-0.1
406,Julian Champagnie,21,PHI,SF,2,0,7,0.0,14.2,0.0,0.0,7.1,0.0,0.0,7.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,106,,champju02,-3.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,12.8,0.0,0.0,0.0,-0.214,-12.0,-1.5,-13.5,0.0
406,Julian Champagnie,21,SAS,SF,15,3,313,8.9,19.3,0.461,5.0,12.2,0.407,3.9,7.1,0.553,0.59,2.1,2.6,0.824,1.5,7.5,9.1,1.5,0.8,0.8,1.7,3.9,24.9,116.0,121,,champju02,13.8,0.609,0.633,0.133,3.4,18.1,10.5,4.6,0.8,1.3,7.5,19.3,0.3,0.1,0.4,0.067,-0.3,-2.7,-3.0,-0.1
407,Matt Ryan,25,2TM,SF,34,0,310,6.1,16.5,0.37,4.9,12.9,0.381,1.2,3.7,0.333,0.519,1.5,1.8,0.833,0.6,3.4,4.0,2.4,0.8,0.2,1.1,4.1,18.7,109.0,119,,ryanma01,8.1,0.538,0.778,0.111,1.4,7.6,4.6,6.9,0.8,0.3,5.8,16.5,0.1,0.2,0.3,0.044,-1.9,-1.5,-3.4,-0.1
407,Matt Ryan,25,LAL,SF,12,0,129,5.5,18.0,0.306,4.8,12.9,0.371,0.7,5.1,0.143,0.439,1.5,1.8,0.8,0.7,4.4,5.1,1.5,0.7,0.0,1.1,5.1,17.3,95.0,118,,ryanma01,4.6,0.459,0.714,0.102,1.7,9.6,5.8,4.0,0.7,0.0,5.5,17.7,-0.1,0.1,0.0,-0.014,-4.3,-1.4,-5.7,-0.1
407,Matt Ryan,25,MIN,SF,22,0,181,6.6,15.5,0.424,5.0,12.9,0.388,1.6,2.6,0.6,0.585,1.6,1.8,0.857,0.5,2.6,3.1,3.1,0.8,0.3,1.0,3.4,19.7,120.0,119,,ryanma01,10.6,0.604,0.831,0.119,1.3,6.1,3.7,8.9,0.8,0.5,6.1,15.6,0.2,0.1,0.3,0.084,-0.2,-1.6,-1.7,0.0
408,Robin Lopez,34,CLE,C,37,2,299,8.1,12.6,0.64,0.3,0.7,0.5,7.7,11.9,0.648,0.653,2.3,3.0,0.778,3.9,4.7,8.6,3.2,0.3,1.3,4.2,7.2,18.8,114.0,114,,lopezro01,11.6,0.675,0.053,0.24,9.1,11.0,10.0,9.1,0.3,2.5,23.2,16.1,0.2,0.3,0.6,0.094,-3.4,0.3,-3.0,-0.1
409,Moses Brown,23,2TM,C,36,1,294,10.2,16.0,0.635,0.0,0.0,,10.2,16.0,0.635,0.635,5.5,12.0,0.458,9.5,13.7,23.2,0.7,0.7,2.3,2.5,6.5,25.8,123.0,111,,brownmo01,22.2,0.607,0.0,0.75,22.0,30.9,26.5,2.1,0.7,4.2,10.5,21.2,0.7,0.4,1.1,0.179,0.6,-1.2,-0.6,0.1
409,Moses Brown,23,LAC,C,34,1,288,10.4,16.3,0.635,0.0,0.0,,10.4,16.3,0.635,0.635,5.6,12.2,0.458,9.7,13.9,23.6,0.7,0.5,2.4,2.4,6.5,26.4,124.0,111,,brownmo01,22.7,0.607,0.0,0.75,22.4,31.5,27.0,2.2,0.5,4.3,9.9,21.5,0.7,0.4,1.1,0.185,0.9,-1.3,-0.4,0.1
409,Moses Brown,23,BRK,C,2,0,6,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,8.1,0.0,8.1,8.1,0.0,0.0,105,,brownmo01,-2.6,,,,0.0,0.0,0.0,0.0,8.1,0.0,100.0,7.4,0.0,0.0,0.0,-0.129,-12.7,2.8,-9.9,0.0
410,Nathan Knight,25,MIN,C,38,0,291,7.5,13.2,0.568,1.3,3.6,0.364,6.2,9.6,0.644,0.617,6.4,9.3,0.684,3.6,5.6,9.1,2.1,1.6,1.0,3.4,6.7,22.7,118.0,114,,knighna01,14.5,0.655,0.272,0.704,8.6,12.8,10.8,6.1,1.6,1.8,16.5,18.7,0.4,0.3,0.7,0.116,-2.4,-0.8,-3.2,-0.1
411,Kennedy Chandler,20,MEM,PG,36,0,281,5.9,14.0,0.422,0.3,2.5,0.133,5.6,11.5,0.485,0.434,1.0,2.2,0.462,1.5,4.9,6.4,9.8,2.0,0.8,3.0,2.5,13.2,101.0,112,,chandke01,10.6,0.44,0.181,0.157,3.4,10.9,7.2,26.4,2.0,1.6,16.9,15.8,-0.1,0.4,0.3,0.044,-3.3,0.6,-2.7,0.0
412,Dalano Banton,23,TOR,PG,31,2,279,9.7,23.0,0.423,2.7,9.0,0.294,7.1,14.0,0.506,0.481,3.0,4.3,0.708,1.9,6.0,8.0,6.4,2.3,2.3,3.2,6.0,25.2,105.0,112,,bantoda01,14.9,0.505,0.392,0.185,4.2,14.9,9.1,19.3,2.3,4.5,11.4,24.2,0.0,0.4,0.4,0.064,-1.1,0.6,-0.5,0.1
413,Trent Forrest,24,ATL,SG,23,3,277,4.3,10.3,0.417,0.0,0.3,0.0,4.3,10.0,0.431,0.417,0.3,0.5,0.667,0.9,5.5,6.4,6.5,1.2,0.3,2.6,2.9,8.9,93.0,118,,forretr01,6.1,0.424,0.033,0.05,2.0,12.8,7.3,16.5,1.2,0.6,19.7,11.6,-0.2,0.2,-0.1,-0.011,-5.3,0.2,-5.1,-0.2
414,Bryn Forbes,29,MIN,SG,25,0,268,5.3,14.7,0.361,2.5,8.2,0.304,2.8,6.6,0.432,0.446,2.7,2.7,1.0,0.7,1.9,2.7,3.0,1.2,0.4,2.1,3.9,15.8,99.0,118,,forbebr01,6.2,0.497,0.554,0.181,1.7,4.5,3.1,8.2,1.2,0.7,11.8,16.2,-0.2,0.2,0.0,0.0,-4.8,-1.5,-6.3,-0.3
415,Terry Taylor,23,2TM,PF,31,2,264,7.0,13.5,0.52,0.9,3.4,0.263,6.1,10.1,0.607,0.553,1.1,2.0,0.545,4.9,3.6,8.5,1.8,0.5,1.1,1.6,4.7,16.1,115.0,121,,taylote01,11.0,0.557,0.253,0.147,11.4,8.4,9.9,5.1,0.5,2.0,10.1,14.2,0.2,0.1,0.3,0.054,-2.3,-1.8,-4.1,-0.1
415,Terry Taylor,23,IND,PF,26,2,228,6.2,13.5,0.462,0.8,3.7,0.222,5.4,9.8,0.553,0.492,1.0,1.5,0.714,4.6,3.5,8.1,2.1,0.6,1.0,1.9,5.0,14.4,108.0,122,,taylote01,8.8,0.507,0.277,0.108,10.7,8.3,9.5,5.9,0.6,1.9,11.7,14.2,0.0,0.1,0.1,0.021,-3.4,-1.9,-5.3,-0.2
415,Terry Taylor,23,CHI,PF,5,0,36,12.2,13.5,0.9,1.4,1.4,1.0,10.8,12.2,0.889,0.95,1.4,5.4,0.25,6.8,4.1,10.8,0.0,0.0,1.4,0.0,2.7,27.1,171.0,117,,taylote01,25.0,0.85,0.1,0.4,16.0,9.3,12.6,0.0,0.0,2.7,0.0,14.5,0.2,0.0,0.2,0.262,4.6,-0.9,3.7,0.1
416,Jeff Dowtin Jr.,25,TOR,PG,25,0,259,4.8,10.9,0.439,1.0,3.1,0.313,3.8,7.8,0.488,0.482,1.1,1.7,0.667,1.1,3.2,4.4,5.9,1.7,0.6,1.0,2.5,11.6,118.0,117,,dowtije01,9.9,0.5,0.281,0.158,2.4,8.0,5.0,15.5,1.7,1.1,7.6,10.9,0.2,0.2,0.4,0.076,-2.8,0.9,-1.9,0.0
417,KZ Okpala,23,SAC,PF,35,3,248,3.1,7.3,0.421,1.4,4.1,0.333,1.7,3.3,0.529,0.513,1.4,1.5,0.875,1.4,5.2,6.6,2.5,1.4,1.4,1.4,7.5,8.9,113.0,117,,okpalkz01,6.2,0.554,0.553,0.211,3.2,12.4,7.8,6.3,1.4,2.5,14.4,8.4,0.1,0.2,0.3,0.057,-4.3,1.1,-3.2,-0.1
418,Brandon Boston Jr.,21,LAC,SF,22,1,248,10.1,24.1,0.418,2.4,5.7,0.414,7.7,18.4,0.419,0.467,5.7,7.5,0.763,1.4,4.5,5.9,4.0,1.8,0.0,2.4,4.1,28.2,105.0,116,,bostobr01,13.4,0.515,0.238,0.311,3.2,10.3,6.8,12.5,1.8,0.0,8.0,26.5,0.0,0.2,0.2,0.04,-1.5,-0.7,-2.2,0.0
419,Luka Garza,24,MIN,C,28,0,243,12.3,22.7,0.543,2.7,7.6,0.359,9.6,15.1,0.636,0.603,8.0,10.2,0.788,6.5,5.9,12.3,3.5,0.6,0.4,2.7,8.4,35.4,130.0,117,,garzalu01,23.0,0.652,0.336,0.448,15.5,13.5,14.5,11.8,0.6,0.7,9.2,26.9,0.9,0.2,1.1,0.211,2.2,-2.6,-0.4,0.1
420,Jamal Cain,23,MIA,PF,18,0,240,7.7,13.7,0.561,1.5,4.2,0.35,6.2,9.6,0.652,0.614,3.5,4.6,0.773,3.1,7.7,10.8,2.5,2.3,0.2,1.2,4.4,20.4,131.0,112,,cainja01,16.5,0.647,0.303,0.333,7.1,18.7,12.7,7.6,2.3,0.4,7.3,15.1,0.5,0.3,0.8,0.169,-0.5,1.3,0.8,0.2
421,Kira Lewis Jr.,21,NOP,PG,25,0,235,8.2,18.1,0.455,3.1,7.0,0.441,5.2,11.1,0.463,0.54,3.9,4.5,0.864,1.0,5.8,6.8,4.7,2.1,0.4,2.1,4.9,23.5,118.0,113,,lewiski01,14.5,0.584,0.386,0.25,2.4,13.5,8.0,14.0,2.1,0.8,9.3,19.7,0.3,0.3,0.6,0.122,-0.8,0.5,-0.3,0.1
422,Frank Kaminsky,29,2TM,C,36,0,235,6.3,12.8,0.492,2.6,6.7,0.394,3.7,6.1,0.6,0.595,2.9,3.3,0.875,1.4,9.2,10.6,6.5,1.2,0.8,1.8,4.5,18.1,131.0,116,,kaminfr01,15.3,0.635,0.524,0.254,3.2,21.2,12.1,17.8,1.2,1.6,11.4,14.1,0.5,0.2,0.7,0.141,1.2,1.7,2.8,0.3
422,Frank Kaminsky,29,ATL,C,26,0,176,6.8,11.9,0.568,3.0,6.2,0.478,3.8,5.7,0.667,0.693,2.7,3.3,0.833,0.8,8.9,9.8,5.7,1.4,0.3,2.4,5.7,19.2,133.0,116,,kaminfr01,14.9,0.72,0.523,0.273,1.8,20.8,11.2,15.3,1.4,0.5,15.4,13.9,0.4,0.2,0.5,0.148,0.7,1.8,2.6,0.2
422,Frank Kaminsky,29,HOU,C,10,0,59,4.9,15.6,0.316,1.6,8.2,0.2,3.3,7.4,0.444,0.368,3.3,3.3,1.0,3.3,9.9,13.1,9.0,0.8,2.5,0.0,0.8,14.8,126.0,117,,kaminfr01,16.6,0.434,0.526,0.211,7.4,22.6,14.9,25.2,0.8,5.0,0.0,14.6,0.1,0.0,0.2,0.122,2.5,1.2,3.7,0.1
423,Johnny Juzang,21,UTA,SG,18,0,232,7.2,21.4,0.337,3.1,13.0,0.238,4.1,8.4,0.488,0.409,0.4,0.8,0.5,1.6,6.4,8.0,1.6,0.8,0.6,0.6,2.7,17.9,93.0,119,,juzanjo01,6.5,0.411,0.606,0.038,3.8,14.3,9.1,4.7,0.8,1.1,2.8,19.6,-0.3,0.1,-0.2,-0.032,-4.3,-2.2,-6.5,-0.3
424,David Duke Jr.,23,BRK,SG,23,0,228,7.7,16.7,0.462,0.2,2.6,0.083,7.5,14.1,0.53,0.468,2.6,3.6,0.706,2.4,3.9,6.2,4.5,2.1,0.2,3.9,6.6,18.2,96.0,116,,dukeda01,8.3,0.497,0.154,0.218,5.5,8.7,7.1,13.1,2.1,0.4,17.4,20.1,-0.3,0.2,-0.1,-0.011,-6.3,-1.0,-7.3,-0.3
425,Patrick Baldwin Jr.,20,GSW,SF,31,0,226,9.0,22.8,0.394,6.7,17.6,0.381,2.3,5.2,0.44,0.541,0.8,1.3,0.667,0.2,8.2,8.4,2.3,1.3,0.8,2.3,2.9,25.5,101.0,114,,baldwpa01,11.3,0.546,0.771,0.055,0.5,18.6,9.7,6.9,1.3,1.6,9.0,22.8,-0.1,0.3,0.1,0.029,-0.7,-1.4,-2.1,0.0
426,John Butler,20,POR,C,19,1,221,3.7,11.7,0.321,1.8,7.7,0.229,2.0,4.0,0.5,0.396,0.7,0.9,0.75,0.7,3.1,3.7,2.4,1.5,2.0,0.2,4.8,9.9,97.0,119,,butlejo01,5.7,0.411,0.66,0.075,1.5,7.3,4.4,6.5,1.5,3.6,1.8,11.0,-0.1,0.1,0.0,0.001,-5.4,-0.8,-6.2,-0.2
427,Cody Zeller,30,MIA,C,15,2,217,8.5,13.6,0.627,0.0,0.5,0.0,8.5,13.1,0.649,0.627,5.5,8.0,0.686,5.7,9.0,14.7,2.3,0.7,0.9,3.2,7.6,22.5,124.0,114,,zelleco01,16.4,0.659,0.034,0.593,13.0,21.8,17.3,7.2,0.7,1.9,15.8,18.1,0.4,0.3,0.7,0.147,-2.0,-0.7,-2.8,0.0
428,Dalen Terry,20,CHI,SG,38,0,214,7.3,16.4,0.444,1.6,6.1,0.259,5.7,10.2,0.556,0.493,3.2,4.8,0.667,2.7,5.7,8.4,5.0,2.5,1.1,1.8,5.5,19.3,112.0,110,,terryda01,14.1,0.523,0.375,0.292,6.5,13.0,9.8,14.1,2.5,2.3,9.0,18.4,0.1,0.3,0.5,0.105,-1.7,1.7,0.0,0.1
429,Matthew Dellavedova,32,SAC,PG,32,0,213,3.8,11.2,0.34,2.0,6.1,0.333,1.8,5.2,0.348,0.43,0.9,1.6,0.571,0.2,2.7,2.9,9.2,1.6,0.0,2.2,4.5,10.6,105.0,119,,dellama01,6.7,0.443,0.54,0.14,0.5,6.4,3.5,23.4,1.6,0.0,15.9,12.7,0.0,0.1,0.1,0.021,-4.4,-0.8,-5.2,-0.2
430,Thanasis Antetokounmpo,30,MIL,PF,37,0,206,4.6,10.7,0.435,0.0,1.9,0.0,4.6,8.8,0.526,0.435,2.5,5.1,0.5,3.5,6.7,10.2,3.5,0.7,0.7,2.8,5.1,11.8,98.0,114,,antetth01,6.7,0.458,0.174,0.478,7.9,14.1,11.1,9.3,0.7,1.2,17.7,13.8,-0.1,0.2,0.1,0.022,-6.5,-1.1,-7.6,-0.3
431,Nikola Jović,19,MIA,PF,15,8,204,6.8,16.9,0.406,2.0,8.6,0.229,4.9,8.3,0.588,0.464,4.4,4.6,0.947,2.2,5.4,7.6,2.4,1.7,0.5,2.4,4.6,20.0,105.0,114,,jovicni01,10.6,0.53,0.507,0.275,5.0,13.1,8.9,7.3,1.7,1.0,11.4,19.0,0.0,0.2,0.2,0.053,-3.4,0.0,-3.4,-0.1
432,Jared Rhoden,23,DET,SG,14,0,198,4.2,10.8,0.386,1.2,4.9,0.25,2.9,5.9,0.5,0.443,1.5,1.5,1.0,2.7,6.4,9.1,1.0,1.0,0.2,0.7,5.6,11.0,108.0,121,,rhodeja01,6.5,0.482,0.455,0.136,6.0,15.0,10.4,2.8,1.0,0.4,6.0,10.7,0.0,0.1,0.1,0.027,-5.0,-1.1,-6.1,-0.2
433,Moussa Diabaté,21,LAC,C,22,1,195,6.0,11.8,0.511,0.3,0.5,0.5,5.8,11.3,0.511,0.521,2.5,4.0,0.625,7.8,4.8,12.6,1.0,1.8,2.0,2.3,3.8,14.8,117.0,114,,diabamo01,14.2,0.546,0.043,0.34,18.0,10.8,14.4,2.8,1.8,3.6,14.3,14.1,0.2,0.2,0.4,0.105,-1.9,-0.8,-2.8,0.0
434,Nerlens Noel,28,2TM,C,17,4,195,3.2,9.0,0.361,0.2,0.5,0.5,3.0,8.5,0.353,0.375,2.0,3.0,0.667,2.5,9.0,11.5,2.5,4.0,2.5,3.2,8.0,8.7,84.0,109,,noelne01,7.9,0.424,0.056,0.333,5.6,21.0,13.1,6.7,4.0,4.5,23.9,12.0,-0.3,0.3,0.0,0.007,-6.5,2.6,-3.8,-0.1
