Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Player-additional,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Dist.,0-3,3-10,10-16,16-3P,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,2P.2,3P.2,%FGA,#,%3PA,Att.,Md.
483,Norvel Pelle,27,BRK,C,3,0,28,5.2,12.1,0.429,0.0,0.0,,5.2,12.1,0.429,0.429,0.0,0.0,,5.2,6.9,12.1,0.0,0.0,5.2,5.2,15.5,10.3,76.0,111,,pelleno01,2.1,0.429,0.0,0.0,12.5,15.0,13.8,0.0,0.0,9.4,30.0,15.6,-0.1,0.0,0.0,-0.069,-12.2,-0.8,-13.0,-0.1,1.2,0.857,0.143,0.0,0.0,0.429,0.5,0.0,,,,0.667,,0.429,2,,0,0
483,Norvel Pelle,27,SAC,C,1,0,4,0.0,12.0,0.0,0.0,0.0,,0.0,12.0,0.0,0.0,36.0,48.0,0.75,12.0,0.0,12.0,12.0,0.0,0.0,0.0,12.0,36.0,145.0,125,,pelleno01,30.1,0.543,0.0,4.0,27.4,0.0,13.9,28.2,0.0,0.0,0.0,29.7,0.0,0.0,0.0,0.374,6.1,-2.9,3.2,0.0,1.4,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1.0,0,,0,0
483,Norvel Pelle,27,NYK,C,9,0,52,4.8,6.7,0.714,0.0,0.0,,4.8,6.7,0.714,0.714,1.0,1.9,0.5,1.9,8.7,10.6,1.0,1.0,5.8,0.0,3.8,10.6,150.0,103,,pelleno01,15.3,0.698,0.0,0.286,4.2,18.6,11.5,2.7,1.0,11.0,0.0,6.8,0.1,0.1,0.2,0.189,-1.1,3.7,2.5,0.1,2.1,0.571,0.429,0.0,0.0,0.714,0.75,0.667,,,,0.4,,0.286,2,,0,0
484,Jordan Bell,26,2TM,C,6,1,82,3.9,12.4,0.318,0.0,1.1,0.0,3.9,11.3,0.35,0.318,0.6,1.1,0.5,3.9,9.6,13.5,3.9,1.7,2.8,2.3,3.9,8.5,83.0,108,,belljo01,8.0,0.328,0.091,0.091,9.1,21.9,15.5,10.6,1.7,5.2,14.9,13.6,-0.1,0.1,0.0,-0.008,-5.9,0.1,-5.8,-0.1,6.2,0.545,0.273,0.045,0.045,0.35,0.5,0.0,0.0,1.0,0.0,0.714,,0.136,1,0.5,0,0
484,Jordan Bell,26,WAS,C,5,1,67,4.8,13.8,0.35,0.0,1.4,0.0,4.8,12.4,0.389,0.35,0.0,0.0,,4.1,8.9,13.1,3.4,2.1,2.1,2.1,3.4,9.6,86.0,109,,belljo01,8.5,0.35,0.1,0.0,9.5,20.5,15.0,9.5,2.1,3.7,13.0,14.2,-0.1,0.1,0.0,-0.004,-5.4,-0.3,-5.7,-0.1,5.8,0.55,0.3,0.0,0.05,0.389,0.545,0.0,,1.0,0.0,0.714,,0.1,1,0.5,0,0
484,Jordan Bell,26,GSW,C,1,0,15,0.0,6.3,0.0,0.0,0.0,,0.0,6.3,0.0,0.0,3.1,6.3,0.5,3.1,12.5,15.7,6.3,0.0,6.3,3.1,6.3,3.1,70.0,104,,belljo01,5.6,0.174,0.0,1.0,7.2,28.0,17.7,15.5,0.0,11.8,25.8,11.1,0.0,0.0,0.0,-0.026,-8.3,1.7,-6.5,0.0,6.7,0.5,0.0,0.5,0.0,0.0,0.0,,0.0,,,,,0.5,0,,0,0
485,Jared Dudley,35,LAL,PF,12,0,81,1.2,5.4,0.222,1.2,3.6,0.333,0.0,1.8,0.0,0.333,0.0,0.0,,2.4,10.2,12.6,3.0,0.6,0.6,1.2,4.2,3.6,94.0,108,,dudleja01,4.4,0.333,0.667,0.0,5.6,23.5,14.6,7.6,0.6,1.1,18.2,5.9,0.0,0.1,0.1,0.053,-4.4,0.9,-3.5,0.0,21.5,0.0,0.111,0.111,0.111,0.0,,0.0,0.0,0.0,0.333,,0.5,0.0,0,0.0,0,0
486,Frank Mason III,26,ORL,PG,4,1,79,5.5,14.8,0.375,1.2,3.1,0.4,4.3,11.7,0.368,0.417,3.1,4.3,0.714,1.8,5.5,7.4,7.4,0.0,0.0,3.1,4.3,15.4,98.0,120,,masonfr01,7.5,0.462,0.208,0.292,3.8,12.2,7.9,22.3,0.0,0.0,15.6,17.5,0.0,0.0,0.0,-0.018,-5.2,-2.4,-7.7,-0.1,8.1,0.5,0.25,0.0,0.042,0.368,0.417,0.333,,0.0,0.4,0.286,1.0,0.0,0,0.2,0,0
487,Thon Maker,23,CLE,C,8,0,76,6.5,11.7,0.556,0.0,1.3,0.0,6.5,10.4,0.625,0.556,6.5,7.1,0.909,5.2,6.5,11.7,2.6,1.3,2.6,1.9,4.5,19.5,133.0,113,,makerth01,18.6,0.657,0.111,0.611,11.5,15.1,13.3,7.9,1.3,4.7,11.6,14.8,0.2,0.1,0.3,0.174,-0.3,1.1,0.7,0.1,7.1,0.389,0.333,0.111,0.056,0.625,0.714,0.667,0.0,1.0,0.0,0.4,,0.056,1,0.5,0,0
488,Keljin Blevins,25,POR,SF,17,0,75,3.3,13.0,0.25,1.3,5.2,0.25,2.0,7.8,0.25,0.3,0.0,0.0,,2.0,4.6,6.5,2.6,1.3,0.0,3.3,5.2,7.8,66.0,119,,blevike01,-0.9,0.3,0.4,0.0,4.2,10.3,7.1,6.7,1.3,0.0,20.0,14.3,-0.2,0.0,-0.2,-0.137,-8.3,-2.3,-10.7,-0.2,12.5,0.2,0.35,0.05,0.0,0.25,0.5,0.143,0.0,,0.25,0.0,1.0,0.0,0,0.125,0,0
489,Jeremiah Martin,24,CLE,PG,9,0,75,5.9,21.7,0.273,2.0,7.9,0.25,3.9,13.8,0.286,0.318,0.7,3.3,0.2,1.3,3.3,4.6,2.6,3.3,1.3,3.9,0.7,14.5,63.0,112,,martije02,1.4,0.313,0.364,0.152,2.9,7.6,5.2,7.9,3.3,2.4,14.6,23.9,-0.4,0.1,-0.3,-0.207,-8.3,-1.1,-9.5,-0.1,13.1,0.273,0.242,0.03,0.091,0.286,0.444,0.0,0.0,0.667,0.25,0.333,0.667,0.0,0,0.25,0,0
490,Devin Cannady,24,ORL,PG,8,0,74,7.2,18.4,0.393,3.9,10.5,0.375,3.3,7.9,0.417,0.5,3.9,4.6,0.857,0.0,3.3,3.3,0.7,3.3,0.7,1.3,5.9,22.4,105.0,113,,cannade01,11.2,0.547,0.571,0.25,0.0,7.3,3.5,2.1,3.3,1.2,6.0,19.3,0.0,0.1,0.1,0.057,-4.0,1.0,-3.1,0.0,19.3,0.036,0.107,0.143,0.143,0.417,0.0,0.0,0.5,0.75,0.375,0.2,0.833,0.0,0,0.313,0,0
491,Tyler Bey,22,DAL,SF,18,0,71,4.9,15.3,0.318,0.7,2.8,0.25,4.2,12.5,0.333,0.341,2.1,3.5,0.6,5.6,7.6,13.2,2.1,0.0,0.7,2.1,4.2,12.5,91.0,116,,beyty01,5.9,0.372,0.182,0.227,12.5,16.9,14.7,5.6,0.0,1.3,11.0,16.9,-0.1,0.0,0.0,-0.033,-5.5,-3.9,-9.5,-0.1,9.6,0.364,0.227,0.182,0.045,0.333,0.5,0.4,0.0,0.0,0.25,0.667,0.0,0.091,1,0.0,0,0
492,Rayjon Tucker,23,PHI,PG,14,0,68,6.4,12.8,0.5,1.4,5.0,0.286,5.0,7.8,0.636,0.556,9.9,13.5,0.737,0.7,7.1,7.8,4.3,1.4,0.0,2.8,5.7,24.1,123.0,110,,tuckera01,15.1,0.645,0.389,1.056,1.6,15.9,8.9,12.2,1.4,0.0,13.2,19.2,0.1,0.1,0.2,0.166,-3.0,-0.4,-3.4,0.0,11.8,0.556,0.0,0.0,0.056,0.636,0.7,,,0.0,0.286,0.714,0.5,0.167,3,0.286,0,0
493,Elijah Hughes,22,UTA,SF,18,0,64,7.6,22.8,0.333,6.1,17.5,0.348,1.5,5.3,0.286,0.467,2.3,3.0,0.75,0.8,6.1,6.9,4.6,0.8,0.8,4.6,0.8,23.6,93.0,111,,hugheel01,8.4,0.488,0.767,0.133,1.7,12.7,7.5,13.4,0.8,1.3,15.9,25.4,-0.1,0.1,0.0,-0.013,-1.4,-1.3,-2.8,0.0,22.0,0.033,0.067,0.067,0.067,0.286,0.0,0.0,0.5,0.5,0.348,1.0,0.875,0.0,0,0.261,0,0
