Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
8,Spencer Dinwiddie,29,DAL,SG,53,53,1808,6.3,13.8,.455,2.7,6.8,.405,3.5,7.0,.504,.555,3.4,4.1,.821,0.4,2.9,3.2,5.6,0.8,0.3,1.8,2.5,18.7,,dinwisp01
8,Spencer Dinwiddie,29,BRK,PG,26,26,917,5.7,14.0,.404,1.7,5.8,.289,4.0,8.1,.488,.465,3.8,4.8,.797,0.4,3.8,4.2,9.3,1.1,0.3,2.2,2.5,16.8,,dinwisp01
9,Evan Mobley,21,CLE,PF,79,79,2715,7.0,12.6,.554,0.3,1.4,.216,6.7,11.2,.595,.566,2.7,4.0,.674,2.5,6.9,9.4,3.0,0.8,1.6,1.9,2.9,16.9,DPOY-3DEF1,mobleev01
10,Dejounte Murray,26,ATL,SG,74,74,2693,8.2,17.6,.464,1.8,5.2,.344,6.4,12.5,.514,.514,2.1,2.5,.832,0.7,4.5,5.2,6.0,1.5,0.3,2.1,1.4,20.3,,murrade01
11,DeMar DeRozan,33,CHI,SF,74,74,2682,8.8,17.5,.504,0.6,1.9,.324,8.2,15.6,.526,.522,6.1,7.0,.872,0.5,4.1,4.6,5.1,1.1,0.5,2.1,2.5,24.4,CPOY-3AS,derozde01
12,Scottie Barnes,21,TOR,SF,77,76,2678,6.2,13.7,.456,0.8,3.0,.281,5.4,10.6,.505,.487,2.6,3.3,.772,2.4,4.5,6.9,5.0,1.1,0.8,2.1,2.3,15.8,,barnesc01
13,Harrison Barnes,30,SAC,PF,82,82,2662,5.1,10.7,.473,1.8,4.8,.374,3.3,5.9,.553,.556,4.7,5.6,.847,1.2,3.8,4.9,1.7,0.8,0.1,1.2,1.4,16.6,,barneha02
14,Pascal Siakam,28,TOR,PF,71,71,2652,8.6,17.8,.480,1.3,3.9,.324,7.3,13.9,.523,.515,5.0,6.4,.774,1.8,5.8,7.5,5.6,0.9,0.5,2.3,3.1,23.3,AS,siakapa01
15,CJ McCollum,31,NOP,PG,75,75,2649,8.0,18.3,.437,2.9,7.4,.389,5.1,10.9,.469,.515,2.5,3.2,.769,0.7,3.7,4.5,5.8,1.0,0.5,2.5,2.1,21.3,,mccolcj01
16,Franz Wagner,21,ORL,SF,80,80,2609,7.5,15.4,.485,1.8,5.0,.361,5.7,10.5,.544,.543,3.7,4.4,.842,1.0,3.6,4.5,3.9,1.1,0.2,2.3,2.5,20.5,,wagnefr01
17,Jalen Green,20,HOU,SG,76,76,2602,7.8,18.8,.416,2.6,7.7,.338,5.2,11.1,.471,.485,5.0,6.4,.786,0.6,3.3,3.9,3.9,0.8,0.2,2.8,1.8,23.3,,greenja05
18,Bam Adebayo,25,MIA,C,75,75,2598,8.3,15.4,.540,0.0,0.2,.083,8.3,15.3,.545,.541,4.5,5.6,.806,2.5,7.0,9.5,3.3,1.2,0.8,2.6,2.9,21.2,DPOY-5ASDEF2,adebaba01
19,Trae Young,24,ATL,PG,73,73,2541,8.5,19.7,.429,2.2,6.5,.335,6.3,13.2,.476,.485,8.0,9.1,.886,0.8,2.3,3.1,10.5,1.1,0.1,4.3,1.5,27.1,,youngtr01
20,Fred VanVleet,28,TOR,PG,69,69,2535,6.2,15.8,.393,2.9,8.6,.342,3.3,7.2,.455,.486,3.6,4.0,.898,0.4,3.6,4.0,7.0,1.7,0.5,2.0,2.7,19.0,,vanvlfr01
21,Buddy Hield,30,IND,SF,80,73,2482,6.9,15.1,.458,4.2,9.8,.425,2.7,5.2,.518,.596,1.5,1.9,.822,1.0,4.8,5.8,3.3,1.3,0.4,2.0,2.3,19.5,,hieldbu01
22,RJ Barrett,22,NYK,SG,73,73,2475,7.4,17.1,.434,1.8,5.7,.310,5.7,11.4,.495,.485,4.2,5.7,.740,0.9,4.5,5.4,2.9,0.5,0.2,2.4,2.6,20.8,,barrerj01
23,Jordan Poole,23,GSW,PG,82,43,2458,8.1,18.7,.430,3.1,9.3,.336,4.9,9.4,.524,.514,5.3,6.1,.870,0.5,2.8,3.3,5.4,0.9,0.3,3.7,3.1,24.5,,poolejo01
24,Josh Hart,27,2TM,SF,76,52,2454,4.0,7.6,.529,0.9,2.4,.372,3.1,5.2,.601,.588,1.9,2.6,.750,2.1,6.6,8.7,4.3,1.3,0.3,1.7,2.9,10.9,,hartjo01
24,Josh Hart,27,POR,SF,51,51,1704,3.9,7.7,.504,0.7,2.4,.304,3.1,5.3,.594,.551,1.8,2.5,.731,2.0,6.8,8.8,4.2,1.1,0.2,1.7,2.8,10.3,,hartjo01
24,Josh Hart,27,NYK,SF,25,1,750,4.4,7.5,.586,1.3,2.5,.519,3.1,5.0,.619,.672,2.2,2.7,.789,2.3,6.2,8.4,4.3,1.6,0.6,1.8,3.0,12.3,,hartjo01
25,Jabari Smith Jr.,19,HOU,PF,79,79,2451,5.3,13.1,.408,1.8,5.7,.307,3.6,7.4,.487,.475,2.4,3.0,.786,1.8,6.6,8.4,1.5,0.6,1.1,1.5,3.3,14.8,,smithja05
26,Trey Murphy III,22,NOP,SF,79,65,2448,5.7,11.8,.484,3.0,7.3,.406,2.7,4.5,.611,.610,2.5,2.8,.905,0.9,3.3,4.1,1.6,1.3,0.6,0.9,2.3,16.9,,murphtr02
27,Darius Garland,23,CLE,PG,69,69,2447,7.7,16.6,.462,2.5,6.1,.410,5.2,10.5,.492,.537,4.1,4.7,.863,0.4,2.3,2.7,7.9,1.3,0.1,2.9,2.2,21.9,,garlada01
28,Tobias Harris,30,PHI,SF,74,74,2436,6.3,12.5,.501,1.9,4.8,.389,4.4,7.7,.570,.575,1.7,1.9,.876,1.0,5.3,6.3,2.7,1.0,0.6,1.3,2.2,16.0,,harrito02
29,De'Aaron Fox,25,SAC,PG,73,73,2435,10.1,19.7,.512,1.8,5.4,.324,8.3,14.3,.584,.557,5.1,6.5,.780,0.6,3.9,4.5,6.6,1.2,0.3,2.7,2.5,27.0,MVP-11CPOY-1ASNBA3,foxde01
30,Donovan Mitchell,26,CLE,SG,68,68,2432,10.1,20.8,.484,3.6,9.4,.386,6.4,11.4,.566,.572,4.7,5.4,.867,0.9,3.3,4.3,4.5,1.5,0.4,2.7,2.5,28.5,MVP-6CPOY-6ASNBA2,mitchdo01
31,Paolo Banchero,20,ORL,PF,72,72,2430,7.1,16.6,.427,1.3,4.2,.298,5.8,12.4,.471,.465,5.8,7.9,.738,1.2,6.1,7.4,4.0,0.9,0.6,3.0,2.4,21.3,ROY-1,banchpa01
32,Jaden McDaniels,22,MIN,SF,79,79,2416,5.5,10.7,.517,1.6,4.0,.398,3.9,6.7,.588,.591,1.6,2.1,.736,1.4,3.2,4.6,2.2,1.1,1.1,1.7,4.1,14.2,,mcdanja02
33,Shai Gilgeous-Alexander,24,OKC,PG,68,68,2416,10.5,20.6,.510,0.9,2.5,.345,9.6,18.1,.533,.531,10.0,11.0,.905,0.9,4.0,4.9,5.5,1.7,1.0,2.9,2.9,31.8,MVP-5CPOY-7ASNBA1,gilgesh01
34,Royce O'Neale,29,BRK,SF,76,53,2409,3.4,8.9,.386,2.4,6.3,.389,1.0,2.6,.379,.524,0.7,1.0,.725,0.8,4.9,5.7,4.2,1.0,0.7,1.7,3.6,10.0,,onealro01
35,Jaylen Brown,26,BOS,SF,67,67,2405,10.2,20.7,.491,2.4,7.3,.335,7.7,13.4,.576,.550,3.9,5.1,.765,1.2,5.7,6.9,3.5,1.1,0.4,2.9,2.6,26.7,ASNBA2,brownja02
36,Luka Dončić,23,DAL,PG,66,66,2391,10.8,21.8,.496,2.8,8.1,.342,8.0,13.7,.588,.560,7.8,10.4,.742,0.8,7.8,8.6,8.0,1.4,0.5,3.6,2.5,32.2,MVP-8CPOY-8ASNBA1,doncilu01
37,OG Anunoby,25,TOR,SF,67,67,2386,6.4,13.4,.476,2.1,5.5,.387,4.2,7.8,.539,.556,2.1,2.5,.838,1.4,3.6,5.0,2.0,1.9,0.8,2.0,3.0,17.0,DPOY-7DEF2,anunoog01
38,Keegan Murray,22,SAC,SF,80,78,2382,5.4,11.8,.453,3.1,7.6,.411,2.2,4.2,.527,.584,0.9,1.2,.765,1.3,4.3,5.6,1.5,0.9,0.6,0.9,2.4,14.8,ROY-5,murrake02
39,Kentavious Caldwell-Pope,29,DEN,SG,76,76,2381,4.4,9.6,.462,2.0,4.8,.423,2.4,4.7,.502,.569,1.6,1.9,.824,0.5,2.6,3.1,2.8,1.7,0.5,1.3,2.2,12.4,,caldwke01
40,P.J. Washington,24,CHO,PF,73,73,2380,6.6,14.8,.444,2.3,6.5,.348,4.3,8.3,.518,.520,1.9,2.6,.730,1.1,4.3,5.4,2.6,1.0,1.2,1.7,2.9,17.3,,washipj01
41,Jalen Brunson,26,NYK,PG,68,68,2379,8.9,18.1,.491,2.0,4.9,.416,6.9,13.2,.519,.547,4.9,5.9,.829,0.6,3.0,3.6,6.4,0.9,0.2,2.1,2.3,24.7,MVP-12CPOY-4,brunsja01
42,Brook Lopez,34,MIL,C,78,78,2373,7.2,13.6,.531,2.1,5.5,.374,5.2,8.1,.637,.606,2.3,2.9,.784,2.4,5.5,7.9,1.5,0.6,2.9,1.6,3.1,18.8,DPOY-2DEF1,lopezbr01
43,Josh Giddey,20,OKC,PF,76,76,2367,8.2,17.0,.482,1.2,3.6,.325,7.0,13.4,.524,.516,1.6,2.2,.731,2.3,6.9,9.1,7.1,0.9,0.5,3.2,2.2,19.2,,giddejo01
44,Reggie Bullock,31,DAL,SF,78,55,2364,2.9,7.2,.409,2.3,6.0,.380,0.6,1.1,.562,.569,0.4,0.6,.703,0.5,3.8,4.3,1.6,0.8,0.2,0.5,2.5,8.5,,bullore01
45,Immanuel Quickley,23,NYK,SG,81,21,2344,6.4,14.4,.448,2.6,7.0,.370,3.9,7.4,.521,.537,3.1,3.8,.819,0.9,4.3,5.2,4.3,1.2,0.2,1.5,2.5,18.6,6MOY-2,quickim01
46,Tyler Herro,23,MIA,SG,67,67,2337,7.5,17.1,.439,3.1,8.3,.378,4.4,8.8,.497,.531,2.6,2.8,.934,0.4,5.1,5.5,4.3,0.8,0.2,2.4,1.6,20.7,,herroty01
47,Patrick Williams,21,CHI,PF,82,65,2323,4.9,10.5,.464,1.8,4.3,.415,3.1,6.2,.498,.549,1.4,1.6,.857,1.2,3.9,5.1,1.5,1.1,1.1,1.6,2.3,12.9,,willipa01
48,Nikola Jokić,27,DEN,C,69,69,2323,10.0,15.8,.632,0.9,2.3,.383,9.1,13.5,.675,.660,5.3,6.4,.822,2.6,10.1,12.7,10.5,1.3,0.7,3.8,2.7,26.2,MVP-2CPOY-13ASNBA2,jokicni01
49,Derrick White,28,BOS,SG,82,70,2319,5.4,11.8,.462,2.3,6.1,.381,3.1,5.7,.548,.560,2.6,3.0,.875,0.8,3.7,4.5,5.0,0.8,1.2,1.5,2.7,15.8,DEF2,whitede01
50,Jaden Ivey,20,DET,SG,74,73,2304,6.4,15.4,.416,1.9,5.5,.343,4.5,9.9,.457,.477,4.2,5.6,.747,1.1,3.4,4.5,6.0,1.0,0.3,3.7,3.8,18.8,ROY-6,iveyja01
51,D'Angelo Russell,26,2TM,PG,71,71,2304,7.0,14.8,.469,3.0,7.7,.396,3.9,7.2,.548,.572,2.8,3.4,.829,0.5,2.8,3.4,6.8,1.1,0.5,2.9,2.2,19.7,,russeda01
51,D'Angelo Russell,26,MIN,PG,54,54,1778,6.8,14.7,.465,3.0,7.7,.391,3.8,7.0,.546,.567,2.9,3.4,.856,0.6,2.8,3.3,6.8,1.2,0.4,3.0,2.4,19.6,,russeda01
51,D'Angelo Russell,26,LAL,PG,17,17,526,7.3,15.1,.484,3.1,7.6,.414,4.2,7.5,.555,.588,2.5,3.4,.735,0.5,2.9,3.4,7.0,0.7,0.5,2.7,1.6,20.3,,russeda01
52,Draymond Green,32,GSW,PF,73,73,2297,3.9,7.4,.527,0.6,2.1,.305,3.3,5.4,.612,.570,1.2,1.7,.713,1.0,7.2,8.2,7.8,1.2,0.9,3.2,3.6,9.7,DPOY-4DEF2,greendr01
53,KJ Martin,22,HOU,SF,82,49,2292,6.4,11.3,.569,1.1,3.4,.315,5.4,7.9,.679,.617,2.4,3.5,.680,2.0,5.1,7.1,1.9,0.6,0.5,1.4,2.3,16.3,,martike04
54,Joel Embiid,28,PHI,C,66,66,2284,11.5,20.9,.548,1.0,3.2,.330,10.4,17.8,.587,.573,10.4,12.2,.857,1.8,8.8,10.6,4.3,1.0,1.8,3.6,3.2,34.4,MVP-1DPOY-9CPOY-5ASNBA1,embiijo01
55,Bruce Brown,26,DEN,SF,80,31,2280,5.7,11.7,.483,1.4,4.0,.358,4.2,7.7,.548,.545,1.8,2.4,.758,1.0,4.2,5.2,4.2,1.4,0.8,1.9,3.0,14.6,,brownbr01
56,Klay Thompson,32,GSW,SF,69,69,2279,8.6,19.8,.436,4.8,11.5,.412,3.9,8.2,.470,.556,1.8,2.1,.879,0.6,3.9,4.5,2.6,0.8,0.5,1.9,2.1,23.8,,thompkl01
57,Jalen Williams,21,OKC,SG,75,62,2276,6.5,12.6,.521,1.2,3.2,.356,5.4,9.3,.579,.567,2.5,3.0,.812,1.3,4.0,5.3,3.9,1.6,0.6,1.9,3.0,16.7,ROY-2,willija06
58,Lauri Markkanen,25,UTA,PF,66,66,2273,9.0,18.1,.499,3.2,8.1,.391,5.9,10.0,.585,.586,5.5,6.3,.875,2.1,7.0,9.0,1.9,0.7,0.6,2.0,2.2,26.8,MIP-1AS,markkla01
59,Max Strus,26,MIA,SF,80,33,2272,5.1,12.5,.410,3.1,8.9,.350,2.0,3.6,.559,.535,1.2,1.4,.876,0.8,3.3,4.1,2.7,0.7,0.2,1.1,2.6,14.6,,strusma01
60,Luguentz Dort,23,OKC,SF,74,73,2272,5.4,13.8,.388,2.1,6.5,.330,3.2,7.4,.440,.466,3.2,4.1,.772,2.0,3.4,5.5,2.4,1.2,0.4,1.5,3.9,16.1,,dortlu01
61,Nic Claxton,23,BRK,C,76,76,2271,6.6,9.3,.705,0.0,0.0,.000,6.6,9.3,.708,.705,2.1,3.9,.541,2.9,8.2,11.1,2.3,1.0,3.0,1.5,3.4,15.2,DPOY-9,claxtni01
62,Jerami Grant,28,POR,PF,63,63,2246,7.0,14.6,.475,2.3,5.8,.401,4.6,8.9,.523,.554,4.5,5.5,.813,0.8,3.7,4.5,2.4,0.8,0.8,1.9,2.4,20.7,,grantje01
63,Kyrie Irving,30,2TM,SG,60,60,2241,9.5,19.3,.494,3.0,8.0,.379,6.5,11.4,.574,.572,4.0,4.4,.905,0.9,3.9,4.9,5.3,1.1,0.7,2.1,2.7,26.1,CPOY-12AS,irvinky01
63,Kyrie Irving,30,BRK,PG,40,40,1478,9.7,19.9,.486,3.2,8.5,.374,6.5,11.5,.569,.565,3.8,4.4,.883,0.9,4.0,5.0,5.1,1.0,0.8,2.2,2.7,26.4,,irvinky01
63,Kyrie Irving,30,DAL,SG,20,20,763,9.2,18.1,.510,2.7,7.0,.392,6.5,11.1,.585,.586,4.2,4.4,.947,1.0,3.7,4.7,5.7,1.2,0.6,1.7,2.6,25.4,,irvinky01
64,Kyle Kuzma,27,WAS,PF,64,64,2239,8.2,18.4,.448,2.6,7.7,.333,5.7,10.6,.533,.518,2.8,3.8,.730,0.9,6.6,7.4,3.8,0.6,0.5,3.1,2.3,21.8,,kuzmaky01
65,Caris LeVert,28,CLE,SG,74,30,2237,5.1,11.9,.431,2.0,5.2,.392,3.1,6.7,.462,.517,2.1,2.9,.722,0.9,3.7,4.5,4.6,1.2,0.4,1.9,2.7,14.4,,leverca01
66,Bennedict Mathurin,20,IND,SG,78,17,2222,6.7,15.4,.434,1.6,5.0,.323,5.1,10.4,.488,.487,6.1,7.4,.828,1.4,3.7,5.2,1.9,0.8,0.2,2.5,2.6,21.1,ROY-46MOY-8,mathube01
67,Terry Rozier,28,CHO,SG,63,63,2221,8.0,19.3,.415,2.7,8.2,.327,5.3,11.1,.480,.484,2.9,3.6,.809,0.8,3.4,4.2,5.2,1.2,0.3,2.2,1.9,21.5,,roziete01
68,Jarrett Allen,24,CLE,C,68,68,2220,6.5,10.2,.644,0.0,0.2,.100,6.5,10.0,.653,.645,2.6,3.6,.733,3.6,7.2,10.8,1.8,0.9,1.4,1.5,2.5,15.7,,allenja01
69,Dillon Brooks,27,MEM,SF,73,73,2214,6.4,16.1,.396,2.3,7.1,.326,4.0,9.0,.451,.468,2.0,2.5,.779,0.7,3.2,4.0,3.1,1.1,0.3,1.7,3.9,17.0,DEF2,brookdi01
70,Kevin Huerter,24,SAC,SG,75,75,2203,6.9,14.2,.485,3.3,8.3,.402,3.5,5.8,.604,.603,1.6,2.1,.725,0.7,3.4,4.1,3.6,1.3,0.4,1.6,3.0,18.6,,huertke01
71,Jrue Holiday,32,MIL,PG,67,65,2183,8.1,16.9,.479,2.6,6.8,.384,5.5,10.1,.542,.556,2.5,2.9,.859,1.3,4.3,5.6,8.2,1.3,0.4,3.2,1.9,21.3,DPOY-7ASDEF1,holidjr01
72,Alperen Şengün,20,HOU,C,75,72,2171,7.3,13.2,.553,0.3,0.9,.333,7.0,12.3,.570,.565,3.4,4.8,.715,4.0,7.2,11.2,4.8,1.2,1.2,3.2,4.3,18.4,,sengual01
73,Anfernee Simons,23,POR,SG,62,62,2171,7.7,17.3,.447,3.5,9.3,.377,4.2,8.0,.528,.548,2.7,3.0,.894,0.3,2.4,2.7,4.2,0.7,0.2,2.1,2.4,21.7,,simonan01
74,Ivica Zubac,25,LAC,C,76,76,2170,5.4,8.5,.634,0.0,0.0,.000,5.4,8.5,.637,.634,2.8,3.9,.697,3.9,8.6,12.5,1.3,0.5,1.6,1.9,3.6,13.6,,zubaciv01
75,Killian Hayes,21,DET,PG,76,56,2154,5.1,13.6,.377,1.3,4.8,.280,3.8,8.8,.429,.426,1.5,1.9,.821,0.5,3.2,3.7,7.9,1.7,0.5,2.9,3.7,13.1,,hayeski01
76,Tim Hardaway Jr.,30,DAL,SF,71,45,2152,5.7,14.2,.401,3.5,9.2,.385,2.1,5.0,.431,.527,2.1,2.8,.770,0.4,3.8,4.2,2.2,0.8,0.2,1.0,2.0,17.0,,hardati02
77,De'Anthony Melton,24,PHI,SG,77,58,2150,4.6,10.9,.425,2.6,6.7,.390,2.0,4.2,.484,.546,1.2,1.5,.793,1.2,4.1,5.2,3.3,2.1,0.7,1.7,3.2,13.1,,meltode01
78,Rudy Gobert,30,MIN,C,70,70,2148,6.0,9.2,.659,0.0,0.1,.000,6.0,9.1,.663,.659,3.7,5.7,.644,3.9,9.8,13.6,1.5,0.9,1.6,2.0,3.5,15.7,,goberru01
79,Jimmy Butler,33,MIA,PF,64,64,2138,8.1,15.0,.539,0.6,1.7,.350,7.5,13.2,.564,.560,7.9,9.3,.850,2.4,3.9,6.3,5.7,2.0,0.4,1.7,1.3,24.7,MVP-10DPOY-12CPOY-2NBA2,butleji01
80,James Harden,33,PHI,PG,58,58,2135,6.3,14.2,.441,2.7,7.0,.385,3.5,7.1,.495,.536,5.3,6.1,.867,0.7,5.3,6.0,10.4,1.2,0.5,3.3,1.9,20.5,,hardeja01
81,Jamal Murray,25,DEN,PG,65,65,2133,8.0,17.6,.454,2.9,7.3,.398,5.1,10.3,.494,.537,3.0,3.6,.833,0.8,3.5,4.3,6.8,1.1,0.3,2.4,1.7,21.9,,murraja01
82,John Collins,25,ATL,PF,71,71,2130,6.1,11.9,.508,1.2,4.1,.292,4.9,7.9,.619,.557,2.4,3.0,.803,1.3,6.5,7.8,1.4,0.7,1.2,1.3,3.7,15.7,,collijo01
83,Saddiq Bey,23,2TM,SF,77,37,2129,6.0,14.1,.422,2.6,7.1,.361,3.4,7.1,.483,.513,3.5,4.0,.861,1.7,4.5,6.1,2.0,1.2,0.2,1.2,2.1,18.0,,beysa01
83,Saddiq Bey,23,DET,SF,52,30,1500,5.9,14.5,.404,2.4,7.0,.345,3.5,7.5,.460,.488,4.3,5.0,.861,1.4,4.4,5.8,2.0,1.2,0.3,1.3,2.1,18.5,,beysa01
83,Saddiq Bey,23,ATL,SF,25,7,629,6.2,13.2,.470,2.9,7.2,.400,3.3,6.0,.552,.578,1.4,1.7,.862,2.2,4.6,6.9,1.9,1.1,0.1,1.0,2.1,16.7,,beysa01
84,De'Andre Hunter,25,ATL,SF,67,67,2126,6.4,13.9,.461,1.7,4.8,.350,4.7,9.1,.521,.522,2.9,3.5,.826,0.8,4.0,4.8,1.6,0.6,0.3,1.4,3.4,17.4,,huntede01
85,Russell Westbrook,34,2TM,PG,73,24,2126,7.3,16.8,.436,1.5,4.8,.311,5.8,11.9,.487,.481,3.5,5.3,.656,1.5,5.7,7.2,9.3,1.3,0.6,4.3,2.7,19.6,6MOY-9,westbru01
85,Russell Westbrook,34,LAL,PG,52,3,1491,7.3,17.6,.417,1.5,5.1,.296,5.8,12.5,.467,.460,3.8,5.7,.655,1.4,6.3,7.8,9.4,1.3,0.6,4.4,2.9,20.0,,westbru01
85,Russell Westbrook,34,LAC,PG,21,21,635,7.3,14.9,.489,1.5,4.1,.356,5.8,10.7,.540,.538,2.8,4.3,.658,1.7,4.1,5.8,9.1,1.3,0.6,4.0,2.3,18.8,,westbru01
86,Quentin Grimes,22,NYK,SG,71,66,2121,4.8,10.2,.468,2.7,6.9,.386,2.1,3.3,.641,.599,1.3,1.7,.796,0.8,3.1,3.9,2.5,0.8,0.4,1.2,3.0,13.6,,grimequ01
87,Kristaps Porziņģis,27,WAS,C,65,65,2120,8.6,17.3,.498,2.3,6.0,.385,6.3,11.2,.559,.565,6.0,7.1,.851,1.9,7.3,9.3,3.0,1.0,1.7,2.3,3.3,25.6,,porzikr01
88,Gary Trent Jr.,24,TOR,SG,66,44,2118,6.9,15.9,.433,2.8,7.6,.369,4.1,8.2,.493,.522,2.9,3.5,.839,0.5,2.4,2.9,1.8,1.8,0.2,0.9,1.7,19.5,,trentga02
89,Damian Lillard,32,POR,PG,58,58,2107,9.5,20.5,.463,4.2,11.2,.371,5.3,9.3,.574,.564,8.7,9.5,.914,0.8,4.0,4.7,7.3,0.9,0.3,3.3,1.9,31.9,CPOY-10ASNBA3,lillada01
90,Ayo Dosunmu,23,CHI,SG,80,51,2098,4.8,9.8,.493,1.0,3.2,.312,3.8,6.5,.583,.545,1.1,1.4,.805,0.8,3.0,3.8,3.5,1.1,0.4,1.7,3.1,11.8,,dosunay01
91,Corey Kispert,23,WAS,SF,74,45,2093,5.0,10.1,.497,2.8,6.6,.424,2.2,3.5,.637,.637,1.3,1.5,.852,0.6,3.0,3.6,1.5,0.6,0.2,0.9,1.7,14.1,,kispeco01
92,Malik Beasley,26,2TM,SG,81,27,2093,6.4,16.1,.395,4.0,11.3,.357,2.3,4.8,.484,.520,0.9,1.1,.769,0.6,4.3,4.9,2.1,1.1,0.2,1.5,1.8,17.6,,beaslma01
92,Malik Beasley,26,UTA,SG,55,13,1472,6.5,16.4,.396,4.1,11.5,.359,2.3,4.8,.485,.522,0.9,1.1,.841,0.7,4.2,4.8,2.3,1.1,0.2,1.5,1.8,18.0,,beaslma01
92,Malik Beasley,26,LAL,SG,26,14,621,6.1,15.5,.392,3.8,10.8,.353,2.3,4.7,.481,.515,0.8,1.2,.619,0.5,4.5,5.0,1.8,1.2,0.1,1.7,1.9,16.8,,beaslma01
93,Caleb Martin,27,MIA,SF,71,49,2077,4.4,9.5,.464,1.5,4.1,.356,2.9,5.4,.545,.540,1.6,2.0,.805,1.5,4.4,6.0,2.0,1.2,0.5,1.4,2.5,11.8,,martica02
94,Andrew Nembhard,23,IND,SG,75,63,2073,4.9,11.2,.441,1.6,4.6,.350,3.3,6.6,.504,.512,0.9,1.1,.790,0.6,2.8,3.5,5.9,1.2,0.2,2.2,3.1,12.3,,nembhan01
95,Keldon Johnson,23,SAS,SF,63,63,2063,8.8,19.4,.452,2.3,7.1,.329,6.4,12.3,.523,.512,4.3,5.7,.749,1.0,4.6,5.5,3.2,0.8,0.2,2.3,2.2,24.2,,johnske04
96,Aaron Gordon,27,DEN,PF,68,68,2055,7.5,13.3,.564,1.1,3.0,.347,6.5,10.3,.628,.603,3.3,5.5,.608,2.9,4.9,7.8,3.6,0.9,0.9,1.7,2.3,19.4,,gordoaa01
97,Mason Plumlee,32,2TM,C,79,60,2054,5.8,8.5,.680,0.0,0.0,,5.8,8.5,.680,.680,3.5,5.5,.636,4.0,8.3,12.3,4.3,0.8,0.8,2.1,3.8,15.0,,plumlma01
97,Mason Plumlee,32,CHO,C,56,56,1597,6.0,8.9,.669,0.0,0.0,,6.0,8.9,.669,.669,3.5,5.8,.605,4.2,8.0,12.2,4.6,0.8,0.8,2.0,3.6,15.4,,plumlma01
97,Mason Plumlee,32,LAC,C,23,4,457,5.0,6.9,.727,0.0,0.0,,5.0,6.9,.727,.727,3.5,4.5,.772,3.3,9.2,12.5,3.2,0.9,0.9,2.4,4.4,13.5,,plumlma01
