Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
23,Gary Trent Jr.,23,TOR,SG,70,69,2448,6.6,16.0,.414,3.1,8.0,.383,3.5,8.0,.445,.511,2.6,3.0,.853,0.4,2.4,2.8,2.1,1.8,0.3,1.1,2.1,18.9,,trentga02
24,Darius Garland,22,CLE,PG,68,68,2430,8.0,17.4,.462,2.6,6.7,.383,5.5,10.7,.512,.536,3.2,3.6,.892,0.6,2.7,3.3,8.6,1.3,0.1,3.7,1.7,21.8,AS,garlada01
25,Franz Wagner,20,ORL,SF,79,79,2429,6.8,14.5,.468,1.4,4.0,.354,5.3,10.4,.511,.517,2.8,3.2,.863,1.2,4.0,5.3,3.4,1.0,0.5,1.8,2.4,17.7,ROY-5,wagnefr01
26,LaMelo Ball,20,CHO,PG,75,75,2422,8.0,18.6,.429,3.3,8.4,.389,4.7,10.2,.462,.517,3.2,3.6,.872,1.6,5.8,7.4,8.5,1.8,0.4,3.6,3.5,22.4,AS,ballla01
27,James Harden,32,2TM,PG,65,65,2419,6.1,14.8,.410,2.2,6.7,.330,3.9,8.1,.476,.485,7.0,8.0,.877,0.8,6.6,7.4,9.9,1.2,0.5,4.2,2.3,21.3,AS,hardeja01
27,James Harden,32,BRK,PG,44,44,1627,6.5,15.6,.414,2.3,6.8,.332,4.2,8.8,.476,.486,6.7,7.7,.869,0.9,6.8,7.8,9.9,1.2,0.7,4.7,2.3,21.9,,hardeja01
27,James Harden,32,PHI,PG,21,21,792,5.2,13.0,.402,2.1,6.4,.326,3.1,6.6,.476,.483,7.5,8.5,.892,0.6,6.2,6.8,10.0,1.2,0.2,3.3,2.2,20.1,,hardeja01
28,Nikola Vučević,31,CHI,C,73,73,2418,8.1,17.2,.473,1.5,4.9,.314,6.6,12.3,.537,.518,1.4,1.8,.760,2.1,9.9,12.0,3.5,1.0,1.1,2.0,2.7,19.2,,vucevni01
29,RJ Barrett,21,NYK,SF,70,70,2417,7.3,17.8,.408,2.1,6.0,.342,5.2,11.8,.442,.466,4.3,6.0,.714,1.0,5.1,6.1,3.1,0.6,0.2,2.2,2.1,20.9,,barrerj01
30,Royce O'Neale,28,UTA,SF,77,77,2406,3.0,6.6,.457,1.8,4.6,.389,1.3,2.1,.609,.591,0.7,0.8,.804,1.0,4.5,5.5,2.9,1.3,0.5,1.2,2.7,8.5,,onealro01
31,Keldon Johnson,22,SAS,SF,75,74,2392,7.1,15.2,.466,2.4,6.0,.398,4.7,9.2,.510,.545,2.7,3.5,.756,1.2,5.7,6.9,2.4,0.9,0.2,1.4,2.2,19.2,,johnske04
32,Aaron Gordon,26,DEN,PF,75,75,2376,6.6,12.6,.520,1.3,3.9,.335,5.3,8.7,.605,.573,2.6,3.5,.743,1.9,4.8,6.7,2.8,0.7,0.7,2.0,2.2,17.1,,gordoaa01
33,Dejounte Murray,25,SAS,PG,68,68,2366,8.7,18.9,.462,1.5,4.5,.327,7.3,14.4,.504,.500,3.0,3.8,.794,1.2,7.3,8.6,9.5,2.1,0.3,2.7,2.1,21.9,AS,murrade01
34,Evan Fournier,29,NYK,SG,80,80,2358,6.1,14.7,.417,3.7,9.5,.389,2.5,5.3,.465,.541,1.2,1.7,.708,0.5,2.7,3.2,2.6,1.2,0.3,1.6,2.7,17.2,,fournev01
35,Patty Mills,33,BRK,SG,81,48,2346,5.0,12.2,.408,3.5,8.7,.400,1.5,3.5,.429,.551,0.7,0.9,.814,0.3,2.1,2.4,2.8,0.8,0.3,1.1,1.7,14.2,,millspa02
36,Devin Booker,25,PHO,SG,68,68,2345,10.2,21.8,.466,2.8,7.3,.383,7.4,14.5,.508,.530,4.8,5.6,.868,0.7,4.6,5.3,5.1,1.2,0.4,2.5,2.8,28.0,MVP-4ASNBA1,bookede01
37,Reggie Jackson,31,LAC,SG,75,75,2337,7.4,18.8,.392,2.6,7.9,.326,4.8,10.9,.439,.460,2.1,2.5,.847,0.6,3.6,4.2,5.5,0.8,0.2,2.7,2.4,19.5,,jacksre01
38,Herbert Jones,23,NOP,PF,78,69,2335,4.2,8.9,.476,0.9,2.6,.337,3.3,6.3,.533,.525,2.1,2.5,.840,1.5,3.1,4.6,2.6,2.0,0.9,1.5,3.7,11.4,ROY-6,joneshe01
39,Evan Mobley,20,CLE,PF,69,69,2331,6.5,12.8,.508,0.4,1.4,.250,6.2,11.4,.541,.522,2.6,3.9,.663,2.2,6.6,8.8,2.7,0.9,1.8,2.1,2.3,16.0,ROY-2,mobleev01
40,Kentavious Caldwell-Pope,28,WAS,SG,77,77,2329,5.6,12.8,.435,2.5,6.3,.390,3.1,6.5,.480,.531,2.1,2.4,.890,0.6,3.4,4.0,2.2,1.3,0.4,1.5,2.1,15.7,,caldwke01
41,Andrew Wiggins,26,GSW,SF,73,73,2329,7.3,15.8,.466,2.4,6.2,.393,4.9,9.6,.513,.543,2.3,3.6,.634,1.3,3.7,5.0,2.5,1.2,0.8,1.7,2.4,19.4,AS,wiggian01
42,Zach LaVine,26,CHI,SG,67,67,2328,8.7,18.3,.476,2.9,7.3,.389,5.9,11.0,.534,.554,4.9,5.8,.853,0.3,4.4,4.8,4.7,0.6,0.4,2.6,1.9,25.3,AS,lavinza01
43,Alec Burks,30,NYK,SG,81,44,2318,4.4,11.3,.391,2.4,6.0,.404,2.0,5.3,.378,.499,3.4,4.1,.822,0.7,5.4,6.2,3.7,1.3,0.4,1.4,3.3,14.7,,burksal01
44,Terance Mann,25,LAC,SF,81,33,2317,5.2,10.7,.484,1.2,3.2,.365,4.0,7.5,.535,.539,2.0,2.5,.780,1.6,5.0,6.6,3.2,0.9,0.3,1.3,2.8,13.5,,mannte01
45,Luka Dončić,22,DAL,PG,65,65,2301,10.0,22.0,.457,3.1,8.9,.353,6.9,13.0,.528,.529,5.7,7.7,.744,0.9,8.4,9.3,8.9,1.2,0.6,4.6,2.3,28.9,MVP-5ASNBA1,doncilu01
46,Joel Embiid,27,PHI,C,68,68,2297,10.4,20.9,.499,1.5,3.9,.371,9.0,17.0,.529,.534,10.2,12.6,.814,2.3,10.2,12.5,4.5,1.2,1.6,3.4,2.8,32.6,MVP-2ASNBA2,embiijo01
47,Marcus Smart,27,BOS,PG,71,71,2296,4.7,11.3,.418,1.9,5.6,.331,2.8,5.6,.506,.501,2.2,2.8,.793,0.7,3.6,4.2,6.5,1.9,0.3,2.5,2.5,13.5,DPOY-1DEF1,smartma01
48,Jordan Poole,22,GSW,SG,76,51,2283,7.5,16.7,.448,3.3,9.1,.364,4.1,7.5,.550,.548,3.9,4.2,.925,0.5,3.6,4.1,4.8,0.9,0.4,2.9,3.2,22.2,,poolejo01
49,Will Barton,31,DEN,SG,71,71,2277,6.2,14.2,.438,2.5,6.8,.365,3.7,7.4,.504,.525,1.6,2.0,.803,0.7,4.7,5.4,4.4,0.9,0.5,2.0,1.8,16.5,,bartowi01
50,Desmond Bane,23,MEM,SG,76,76,2266,8.1,17.5,.461,3.6,8.3,.436,4.4,9.2,.484,.565,2.2,2.5,.903,0.7,4.6,5.3,3.3,1.5,0.5,1.8,3.1,22.0,,banede01
51,Donovan Mitchell,25,UTA,SG,67,67,2266,9.8,21.9,.448,3.7,10.4,.355,6.1,11.5,.533,.533,4.2,5.0,.853,0.9,3.6,4.5,5.7,1.6,0.2,3.2,2.6,27.5,AS,mitchdo01
52,Jonas Valančiūnas,29,NOP,C,74,74,2240,8.2,15.1,.544,0.9,2.5,.361,7.3,12.5,.581,.574,3.8,4.6,.820,3.6,9.9,13.5,3.1,0.7,1.0,2.9,4.0,21.1,,valanjo01
53,Monte Morris,26,DEN,PG,75,74,2239,6.0,12.4,.484,2.0,5.0,.395,4.0,7.4,.545,.564,1.2,1.4,.869,0.4,3.2,3.6,5.4,0.9,0.2,1.3,1.5,15.2,,morrimo01
54,Jaylen Brown,25,BOS,SF,66,66,2220,9.3,19.7,.473,2.7,7.5,.358,6.6,12.2,.544,.541,3.9,5.2,.758,0.9,5.7,6.6,3.7,1.1,0.3,2.9,2.6,25.3,,brownja02
55,Stephen Curry,33,GSW,PG,64,64,2211,8.7,19.9,.437,4.6,12.2,.380,4.1,7.7,.527,.554,4.5,4.9,.923,0.6,4.9,5.5,6.6,1.4,0.4,3.4,2.1,26.5,MVP-8ASNBA2,curryst01
56,Jrue Holiday,31,MIL,PG,67,64,2207,7.8,15.6,.501,2.2,5.2,.411,5.6,10.3,.547,.570,2.2,2.9,.761,1.1,3.8,4.9,7.5,1.8,0.5,3.0,2.2,20.0,DPOY-8DEF2,holidjr01
57,Giannis Antetokounmpo,27,MIL,PF,67,67,2204,11.3,20.3,.553,1.2,4.0,.293,10.1,16.4,.616,.582,9.0,12.5,.722,2.2,10.5,12.7,6.3,1.2,1.5,3.6,3.5,32.7,MVP-3DPOY-6ASNBA1DEF1,antetgi01
58,Kyle Kuzma,26,WAS,PF,66,66,2204,6.9,15.3,.452,2.1,6.1,.341,4.8,9.2,.526,.520,2.5,3.6,.712,1.1,8.0,9.2,3.8,0.7,0.9,2.8,2.1,18.5,,kuzmaky01
59,Derrick White,27,2TM,SG,75,52,2199,5.5,13.1,.421,1.9,6.0,.312,3.6,7.1,.515,.493,3.3,3.8,.864,0.6,3.7,4.3,6.0,1.0,0.9,1.9,2.8,16.2,,whitede01
59,Derrick White,27,SAS,SG,49,48,1486,5.9,13.8,.426,2.0,6.3,.314,3.9,7.6,.519,.497,3.4,3.9,.869,0.6,3.6,4.2,6.6,1.2,1.0,2.1,2.8,17.1,,whitede01
59,Derrick White,27,BOS,SG,26,4,713,4.7,11.6,.409,1.7,5.6,.306,3.0,6.0,.504,.483,3.2,3.8,.853,0.7,3.8,4.4,4.6,0.8,0.8,1.6,2.8,14.4,,whitede01
60,Kevin Huerter,23,ATL,SF,74,60,2188,5.7,12.5,.454,2.6,6.8,.389,3.0,5.7,.530,.559,0.7,0.9,.808,0.5,3.7,4.2,3.3,0.9,0.4,1.5,3.0,14.7,,huertke01
61,Devonte' Graham,26,NOP,PG,76,63,2162,4.9,13.6,.363,3.2,9.4,.341,1.7,4.2,.413,.481,2.0,2.3,.843,0.6,2.3,2.9,5.3,1.2,0.2,1.7,1.6,15.0,,grahade01
62,Tyler Herro,22,MIA,SG,66,10,2151,8.4,18.8,.447,2.9,7.3,.399,5.5,11.4,.477,.525,3.2,3.7,.868,0.5,5.0,5.5,4.4,0.7,0.1,2.9,1.6,22.9,6MOY-1,herroty01
63,CJ McCollum,30,2TM,PG,62,62,2145,9.0,19.5,.460,3.1,7.9,.388,5.9,11.7,.509,.539,1.9,2.9,.682,0.9,3.6,4.5,5.3,1.2,0.4,2.1,2.0,23.0,,mccolcj01
63,CJ McCollum,30,POR,SG,36,36,1267,8.2,18.9,.436,3.2,8.2,.384,5.1,10.7,.476,.520,1.4,1.9,.706,1.0,3.4,4.3,4.6,1.0,0.6,2.0,2.2,21.0,,mccolcj01
63,CJ McCollum,30,NOP,PG,26,26,878,10.1,20.5,.493,2.9,7.4,.394,7.2,13.1,.549,.564,2.8,4.2,.667,0.8,4.0,4.8,6.2,1.4,0.0,2.3,1.8,25.9,,mccolcj01
64,Jordan Clarkson,29,UTA,SG,79,1,2141,7.8,18.7,.419,3.2,10.0,.318,4.6,8.7,.535,.504,2.4,2.9,.828,1.1,3.5,4.6,3.3,1.1,0.3,2.2,2.5,21.3,6MOY-4,clarkjo01
65,Khris Middleton,30,MIL,SF,66,66,2141,7.6,17.2,.443,2.7,7.3,.373,4.9,9.9,.494,.522,4.4,4.9,.890,0.7,5.3,6.0,6.0,1.3,0.3,3.2,2.7,22.3,AS,middlkh01
66,Malik Monk,23,LAL,SG,76,37,2139,6.6,13.9,.473,2.9,7.4,.391,3.7,6.5,.568,.578,1.6,2.0,.795,0.6,3.7,4.3,3.7,1.0,0.5,2.1,2.3,17.6,,monkma01
67,Chris Paul,36,PHO,PG,65,65,2139,6.1,12.4,.493,1.1,3.3,.317,5.0,9.0,.559,.536,2.8,3.4,.837,0.4,4.4,4.8,11.8,2.0,0.3,2.6,2.3,16.1,MVP-9ASNBA3,paulch01
68,Jalen Green,19,HOU,SG,67,67,2138,6.8,16.1,.426,2.6,7.7,.343,4.2,8.4,.502,.508,3.2,4.0,.797,0.6,3.2,3.8,3.0,0.7,0.3,2.3,1.7,19.5,ROY-4,greenja05
69,Domantas Sabonis,25,2TM,PF,62,61,2136,7.5,13.0,.573,0.7,2.1,.312,6.8,10.9,.623,.598,4.1,5.6,.741,3.4,9.3,12.7,5.4,1.0,0.5,3.3,3.4,19.7,,sabondo01
69,Domantas Sabonis,25,IND,PF,47,46,1632,7.3,12.6,.580,0.8,2.4,.324,6.5,10.2,.639,.610,4.2,5.7,.740,3.4,9.1,12.5,5.2,1.0,0.5,3.2,3.2,19.6,,sabondo01
69,Domantas Sabonis,25,SAC,PF,15,15,504,8.0,14.4,.554,0.3,1.2,.235,7.7,13.2,.584,.564,3.9,5.3,.743,3.3,9.9,13.2,6.2,0.9,0.4,3.7,4.1,20.2,,sabondo01
70,Seth Curry,31,2TM,SG,64,64,2135,6.1,12.5,.487,2.7,6.3,.422,3.4,6.2,.553,.594,1.4,1.6,.872,0.4,3.0,3.4,3.9,0.9,0.2,1.8,2.5,16.2,,curryse01
70,Seth Curry,31,PHI,SG,45,45,1566,5.9,12.1,.485,2.3,5.7,.400,3.6,6.4,.561,.580,1.5,1.7,.877,0.4,3.1,3.5,4.2,0.8,0.3,1.9,2.3,15.5,,curryse01
70,Seth Curry,31,BRK,SG,19,19,569,6.6,13.3,.493,3.7,7.8,.468,2.9,5.5,.529,.630,1.1,1.3,.857,0.3,2.8,3.1,3.1,1.1,0.2,1.6,3.0,18.0,,curryse01
71,Kyle Lowry,35,MIA,PG,63,63,2133,4.7,10.6,.440,2.4,6.4,.377,2.2,4.1,.539,.555,2.5,2.9,.851,0.6,4.2,4.8,8.0,1.1,0.3,2.8,3.0,14.2,,lowryky01
72,Bojan Bogdanović,32,UTA,PF,69,69,2131,7.1,15.7,.455,3.1,7.9,.387,4.1,7.8,.524,.552,3.8,4.4,.858,1.0,4.0,5.0,2.0,0.6,0.0,2.0,2.0,21.1,,bogdabo02
73,Jaren Jackson Jr.,22,MEM,PF,78,78,2126,7.3,17.5,.415,2.2,6.8,.319,5.1,10.8,.476,.477,4.8,5.8,.823,2.0,5.7,7.7,1.5,1.2,3.0,2.2,4.6,21.5,DPOY-5DEF1,jacksja02
74,Rudy Gobert,29,UTA,C,66,66,2120,6.1,8.6,.713,0.0,0.1,.000,6.1,8.6,.718,.713,5.1,7.5,.690,4.1,12.3,16.4,1.2,0.8,2.3,2.0,3.0,17.4,DPOY-3ASDEF1,goberru01
75,Ayo Dosunmu,22,CHI,SG,77,40,2110,4.7,9.1,.520,1.2,3.2,.376,3.5,6.0,.596,.585,0.9,1.3,.679,0.5,3.2,3.7,4.4,1.0,0.5,1.8,3.1,11.6,,dosunay01
76,Christian Wood,26,HOU,C,68,67,2094,7.6,15.1,.501,2.3,5.8,.390,5.3,9.3,.570,.576,3.6,5.7,.623,1.9,9.9,11.8,2.7,0.9,1.1,2.2,2.9,20.9,,woodch01
77,Cade Cunningham,20,DET,SG,64,64,2088,7.4,17.8,.416,2.0,6.3,.314,5.4,11.5,.472,.471,2.4,2.9,.845,1.0,5.1,6.1,6.1,1.3,0.7,4.0,3.4,19.2,ROY-3,cunnica01
78,LeBron James,37,LAL,C,56,56,2084,11.1,21.1,.524,2.8,7.7,.359,8.3,13.4,.620,.590,4.4,5.8,.756,1.1,6.8,7.9,6.0,1.3,1.0,3.4,2.1,29.3,MVP-10ASNBA3,jamesle01
79,De'Aaron Fox,24,SAC,PG,59,59,2083,8.9,18.9,.473,1.3,4.3,.297,7.6,14.6,.524,.506,4.5,6.0,.750,0.4,3.6,4.0,5.7,1.2,0.4,2.9,3.0,23.6,,foxde01
80,D'Angelo Russell,25,MIN,PG,65,65,2077,7.0,16.9,.411,3.1,9.0,.340,3.9,7.9,.492,.502,3.4,4.2,.825,0.4,3.3,3.7,8.0,1.1,0.4,2.9,2.3,20.4,,russeda01
81,Davion Mitchell,23,SAC,PG,75,19,2076,6.1,14.6,.418,1.8,5.5,.316,4.4,9.1,.480,.477,1.0,1.5,.659,0.6,2.3,2.9,5.4,1.0,0.4,2.0,2.4,14.9,,mitchda01
82,Cole Anthony,21,ORL,PG,65,65,2059,6.2,15.9,.391,2.3,6.8,.338,3.9,9.1,.432,.464,3.8,4.4,.854,0.6,5.5,6.1,6.5,0.8,0.3,3.0,3.0,18.6,,anthoco01
83,Mike Conley,34,UTA,PG,72,72,2058,6.0,13.8,.435,3.0,7.2,.408,3.1,6.6,.464,.542,2.3,2.8,.796,0.8,3.0,3.8,6.7,1.7,0.4,2.2,2.5,17.2,,conlemi01
84,Justin Holiday,32,2TM,SF,74,65,2057,4.6,11.6,.394,3.1,8.4,.367,1.5,3.2,.467,.528,0.9,1.1,.806,0.5,2.8,3.3,2.2,1.0,0.6,1.2,2.7,13.1,,holidju01
84,Justin Holiday,32,IND,SF,49,40,1416,4.8,11.6,.415,3.2,8.5,.378,1.6,3.1,.516,.553,0.9,1.0,.829,0.5,3.0,3.4,2.3,0.9,0.5,1.2,2.7,13.8,,holidju01
84,Justin Holiday,32,SAC,SG,25,25,641,4.0,11.5,.348,2.8,8.2,.342,1.2,3.3,.362,.471,0.9,1.2,.762,0.6,2.5,3.1,2.1,1.2,0.8,1.2,2.8,11.7,,holidju01
85,Jae'Sean Tate,26,HOU,PF,78,77,2056,6.4,12.8,.498,1.1,3.5,.312,5.3,9.2,.569,.541,2.3,3.2,.707,2.4,5.0,7.4,3.9,1.3,0.7,2.4,5.0,16.1,,tateja01
86,Kevin Durant,33,BRK,PF,55,55,2047,10.2,19.6,.518,2.0,5.3,.383,8.1,14.3,.568,.570,6.5,7.2,.910,0.5,6.6,7.2,6.2,0.8,0.9,3.4,2.0,28.9,MVP-10ASNBA2,duranke01
87,Duncan Robinson,27,MIA,SG,79,68,2043,5.1,12.8,.399,4.1,11.0,.372,1.0,1.8,.569,.559,0.9,1.1,.836,0.4,3.2,3.6,2.3,0.7,0.2,1.1,3.5,15.2,,robindu01
88,Clint Capela,27,ATL,C,74,73,2042,6.5,10.6,.613,0.0,0.0,.000,6.5,10.6,.614,.613,1.4,3.0,.473,4.9,10.5,15.5,1.6,1.0,1.6,0.8,2.9,14.5,,capelca01
89,Bobby Portis,26,MIL,C,72,59,2028,7.4,15.5,.479,2.4,6.0,.393,5.0,9.5,.533,.555,1.5,2.0,.752,3.2,8.5,11.7,1.5,0.9,0.9,1.6,3.1,18.7,,portibo01
90,Al Horford,35,BOS,C,69,69,2005,4.8,10.2,.467,1.6,4.8,.336,3.2,5.5,.582,.546,1.4,1.7,.842,1.9,7.6,9.5,4.2,0.9,1.7,1.2,2.3,12.6,DPOY-9,horfoal01
91,Steven Adams,28,MEM,C,76,75,1999,3.8,6.9,.547,0.0,0.0,.000,3.8,6.9,.548,.547,1.9,3.6,.543,6.3,7.4,13.7,4.6,1.2,1.1,2.1,2.8,9.5,,adamsst01
92,Kelly Oubre Jr.,26,CHO,SF,76,13,1999,7.4,16.8,.440,3.4,10.0,.345,3.9,6.8,.578,.542,2.3,3.4,.667,1.4,4.0,5.4,1.5,1.4,0.6,1.2,3.4,20.5,6MOY-7,oubreke01
93,Deni Avdija,21,WAS,SF,82,8,1984,4.5,10.5,.432,1.5,4.7,.317,3.0,5.8,.525,.503,1.9,2.5,.757,0.9,6.8,7.7,3.0,1.1,0.8,1.6,3.4,12.4,,avdijde01
94,P.J. Tucker,36,MIA,PF,71,70,1981,3.8,7.8,.484,1.5,3.5,.415,2.3,4.3,.540,.577,0.8,1.1,.738,1.8,5.2,7.0,2.7,1.1,0.3,1.2,2.9,9.8,,tuckepj01
95,Isaac Okoro,21,CLE,SF,67,61,1981,3.8,7.8,.480,1.0,2.9,.350,2.8,5.0,.555,.544,2.2,2.8,.768,1.3,2.3,3.7,2.2,1.0,0.4,1.1,3.0,10.7,,okorois01
96,Spencer Dinwiddie,28,2TM,PG,67,51,1980,5.6,13.4,.416,2.0,6.0,.339,3.5,7.4,.479,.493,3.5,4.6,.774,0.8,4.3,5.1,6.3,0.8,0.2,1.9,2.7,16.7,,dinwisp01
96,Spencer Dinwiddie,28,WAS,PG,44,44,1330,5.0,13.3,.376,1.9,6.1,.310,3.1,7.2,.432,.447,3.1,3.9,.811,1.0,4.6,5.6,6.9,0.7,0.2,2.0,2.9,15.0,,dinwisp01
96,Spencer Dinwiddie,28,DAL,PG,23,7,650,6.7,13.5,.498,2.3,5.8,.404,4.4,7.7,.568,.584,4.4,6.0,.725,0.5,3.5,4.0,5.0,0.9,0.3,1.7,2.4,20.1,,dinwisp01
97,Malik Beasley,25,MIN,SG,79,18,1976,6.0,15.5,.391,4.4,11.6,.377,1.7,3.9,.432,.532,0.9,1.1,.817,0.5,3.7,4.1,2.1,0.8,0.2,0.8,1.6,17.4,,beaslma01
98,Jakob Poeltl,26,SAS,C,68,67,1970,7.5,12.1,.618,0.0,0.0,1.000,7.5,12.1,.618,.619,1.7,3.5,.495,4.8,6.8,11.6,3.5,0.8,2.2,2.0,3.9,16.7,,poeltja01
