Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Dist.,0-3,3-10,10-16,16-3P,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,2P.2,3P.2,%FGA,#,%3PA,Att.,Md.
11,Josh Hart,28,NYK,SF,81,42,2707,3.9,9.0,0.434,1.1,3.4,0.31,2.9,5.6,0.511,0.493,1.2,1.5,0.791,1.7,7.3,9.0,4.4,1.0,0.3,1.6,2.3,10.1,,hartjo01,11.8,0.522,0.38,0.169,5.3,22.8,14.0,16.3,1.4,0.8,13.9,13.5,2.0,3.6,5.7,0.1,-1.3,1.4,0.0,1.4,12.8,0.321,0.169,0.1,0.029,0.511,0.661,0.339,0.382,0.3,0.31,0.633,0.888,0.016,10,0.24,1,0
12,Anthony Davis,30,LAL,C,76,76,2700,9.5,17.1,0.556,0.4,1.4,0.271,9.1,15.7,0.582,0.567,5.6,6.9,0.816,3.2,9.6,12.8,3.5,1.2,2.4,2.1,2.4,25.0,DPOY-4ASNBA2DEF1,davisan02,25.8,0.621,0.083,0.402,10.4,28.3,19.8,15.5,1.6,5.7,9.5,26.7,7.2,4.7,11.8,0.21,3.5,1.7,5.1,4.9,8.0,0.369,0.309,0.15,0.09,0.582,0.774,0.487,0.432,0.365,0.271,0.67,0.966,0.162,196,0.15,0,0
13,Fred VanVleet,29,HOU,PG,73,73,2684,5.7,13.7,0.416,3.0,7.9,0.387,2.6,5.8,0.454,0.527,2.6,3.1,0.86,0.4,3.3,3.7,7.9,1.4,0.8,1.7,2.5,17.0,,vanvlfr01,16.7,0.568,0.576,0.225,1.3,9.9,5.6,31.1,1.8,2.0,10.1,19.7,5.3,3.1,8.4,0.15,2.6,0.8,3.4,3.6,19.9,0.093,0.123,0.073,0.136,0.454,0.505,0.384,0.459,0.478,0.387,0.219,0.568,0.0,0,0.09,8,0
14,De'Aaron Fox,26,SAC,PG,74,74,2659,9.7,21.0,0.465,2.9,7.9,0.369,6.9,13.1,0.522,0.534,4.2,5.7,0.738,0.9,3.7,4.6,5.7,2.0,0.4,2.6,2.6,26.6,CPOY-12,foxde01,20.1,0.567,0.374,0.273,2.8,11.8,7.2,25.2,2.7,1.1,10.1,31.0,3.3,3.2,6.5,0.117,2.6,0.1,2.7,3.2,15.0,0.134,0.248,0.172,0.072,0.522,0.72,0.534,0.423,0.351,0.369,0.198,0.626,0.017,24,0.134,1,0
15,Pascal Siakam,29,2TM,PF,80,80,2657,9.2,17.2,0.536,1.2,3.3,0.346,8.1,13.9,0.581,0.569,3.9,5.4,0.732,1.9,5.8,7.7,4.6,0.9,0.3,1.9,2.6,23.5,,siakapa01,19.7,0.601,0.194,0.312,5.8,18.1,11.9,19.4,1.1,0.8,8.9,25.3,5.4,1.5,6.9,0.124,2.6,-0.7,1.9,2.7,9.9,0.304,0.312,0.129,0.061,0.581,0.739,0.515,0.445,0.423,0.346,0.507,0.976,0.033,40,0.297,0,0
15,Pascal Siakam,29,TOR,PF,39,39,1354,8.6,16.6,0.522,1.2,3.9,0.317,7.4,12.7,0.584,0.559,4.5,5.9,0.758,1.4,5.1,6.5,5.1,0.9,0.3,2.2,2.3,23.0,,siakapa01,18.8,0.6,0.233,0.358,4.3,15.9,10.0,22.1,1.1,0.7,10.3,25.3,2.4,0.6,3.0,0.106,2.2,-0.8,1.4,1.2,10.7,0.284,0.307,0.125,0.051,0.584,0.768,0.503,0.474,0.313,0.317,0.53,0.978,0.037,22,0.276,0,0
15,Pascal Siakam,29,IND,PF,41,41,1303,9.8,17.9,0.549,1.1,2.8,0.386,8.8,15.1,0.58,0.579,3.3,4.8,0.699,2.3,6.5,8.8,4.2,0.9,0.4,1.6,2.9,24.1,,siakapa01,20.7,0.602,0.156,0.267,7.4,20.3,13.9,16.5,1.1,0.9,7.4,25.2,3.0,0.9,3.9,0.143,3.0,-0.5,2.5,1.5,9.1,0.324,0.316,0.133,0.071,0.58,0.714,0.527,0.419,0.5,0.386,0.486,0.974,0.029,18,0.327,0,0
16,Jayson Tatum,25,BOS,PF,74,74,2645,9.1,19.4,0.471,3.1,8.3,0.376,6.0,11.1,0.542,0.552,5.6,6.8,0.833,0.9,7.3,8.2,5.0,1.0,0.6,2.6,2.0,27.0,MVP-6CPOY-9ASNBA1,tatumja01,22.3,0.604,0.427,0.349,2.9,20.9,12.3,21.0,1.4,1.4,10.3,30.2,6.4,4.1,10.4,0.189,4.5,0.6,5.1,4.7,15.4,0.222,0.167,0.092,0.092,0.542,0.741,0.441,0.389,0.397,0.376,0.357,0.485,0.065,86,0.059,0,0
17,Austin Reaves,25,LAL,SG,82,57,2629,6.3,12.9,0.486,2.1,5.8,0.367,4.1,7.1,0.583,0.568,3.2,3.7,0.853,0.8,4.0,4.8,6.2,0.9,0.3,2.4,2.1,17.8,,reaveau01,15.5,0.613,0.447,0.289,2.5,11.9,7.4,23.5,1.2,0.8,14.1,20.3,3.9,2.0,5.9,0.108,0.9,-0.4,0.4,1.6,16.1,0.179,0.193,0.118,0.064,0.583,0.81,0.519,0.45,0.383,0.367,0.409,0.675,0.014,13,0.143,3,0
18,Tyrese Maxey,23,PHI,PG,70,70,2626,8.7,19.5,0.45,2.9,7.8,0.373,5.8,11.7,0.501,0.524,4.5,5.2,0.868,0.5,3.0,3.5,5.9,0.9,0.5,1.6,2.1,24.9,MIP-1AS,maxeyty01,19.8,0.573,0.401,0.266,1.5,9.5,5.4,26.7,1.3,1.1,6.8,28.0,5.9,2.1,8.1,0.147,4.1,-1.0,3.1,3.4,14.7,0.222,0.229,0.092,0.056,0.501,0.667,0.406,0.392,0.413,0.373,0.343,0.599,0.004,6,0.072,3,0
19,Luka Dončić,24,DAL,PG,70,70,2624,11.0,22.7,0.487,3.9,10.2,0.382,7.1,12.5,0.573,0.573,6.6,8.3,0.786,0.8,8.1,8.9,9.4,1.4,0.5,3.9,2.0,32.5,MVP-3CPOY-6ASNBA1,doncilu01,28.1,0.617,0.45,0.368,2.5,24.4,13.5,44.3,1.8,1.3,12.8,36.0,8.5,3.5,12.0,0.22,8.3,1.7,9.9,8.0,16.9,0.123,0.192,0.152,0.082,0.573,0.838,0.569,0.442,0.422,0.382,0.177,0.299,0.001,2,0.032,5,0
20,Nikola Vučević,33,CHI,C,76,74,2610,8.1,16.7,0.484,1.3,4.3,0.294,6.8,12.4,0.55,0.522,1.5,1.8,0.822,2.9,8.2,11.0,3.5,0.7,0.8,1.7,2.6,18.9,,vucevni01,17.7,0.54,0.258,0.107,8.8,25.8,17.1,15.2,1.0,2.4,8.6,23.3,2.7,2.8,5.4,0.1,0.8,-0.7,0.1,1.4,12.1,0.225,0.302,0.128,0.086,0.55,0.645,0.552,0.477,0.404,0.294,0.745,1.0,0.031,31,0.054,0,0
21,Jalen Green,21,HOU,SG,82,82,2601,7.8,18.4,0.423,2.8,8.4,0.332,5.0,10.1,0.498,0.498,3.9,4.9,0.804,0.6,5.3,5.9,4.0,0.9,0.4,2.6,1.6,22.3,,greenja05,14.7,0.541,0.454,0.264,1.7,15.9,8.7,17.3,1.2,1.0,11.4,27.4,0.2,2.9,3.1,0.056,0.4,-0.9,-0.5,1.0,15.8,0.217,0.166,0.064,0.099,0.498,0.692,0.344,0.353,0.424,0.332,0.34,0.552,0.042,48,0.089,3,0
22,Rudy Gobert,31,MIN,C,76,76,2593,5.6,8.5,0.661,0.0,0.0,0.0,5.6,8.5,0.664,0.661,3.5,5.4,0.638,4.0,9.7,13.6,1.4,0.7,2.2,1.6,3.3,14.7,DPOY-1DEF1,goberru01,19.3,0.675,0.005,0.635,13.1,29.2,21.5,5.6,1.0,5.5,13.1,15.4,5.8,5.8,11.6,0.216,0.1,1.7,1.8,2.5,2.7,0.757,0.195,0.029,0.013,0.664,0.755,0.4,0.222,0.375,0.0,0.685,,0.441,248,0.0,1,0
23,Keegan Murray,23,SAC,SF,77,77,2588,6.2,13.6,0.454,2.5,7.1,0.358,3.6,6.5,0.56,0.548,1.4,1.7,0.831,1.5,4.4,5.8,1.8,1.1,0.8,0.9,2.9,16.3,,murrake02,13.3,0.569,0.524,0.127,4.5,13.9,9.1,6.9,1.5,2.1,5.9,18.1,2.6,2.6,5.2,0.096,-0.4,-0.5,-0.9,0.8,17.3,0.139,0.149,0.112,0.076,0.56,0.728,0.559,0.477,0.378,0.358,0.746,0.978,0.084,72,0.252,1,0
24,Miles Bridges,25,CHO,SF,69,67,2581,7.8,16.9,0.462,2.2,6.3,0.349,5.6,10.6,0.529,0.527,2.4,2.9,0.825,1.0,6.1,7.0,3.2,0.9,0.5,1.9,1.6,20.2,,bridgmi02,15.4,0.556,0.372,0.174,3.0,19.5,11.0,14.6,1.2,1.2,9.6,24.7,0.7,1.4,2.2,0.04,0.2,-1.3,-1.1,0.6,13.6,0.283,0.207,0.058,0.081,0.529,0.696,0.424,0.343,0.347,0.349,0.555,0.879,0.058,66,0.196,7,0
25,Damian Lillard,33,MIL,PG,73,73,2579,7.6,17.8,0.424,3.1,8.7,0.354,4.5,9.1,0.49,0.51,6.6,7.2,0.92,0.5,4.0,4.5,7.1,1.0,0.3,2.7,1.9,24.8,CPOY-11AS,lillada01,19.6,0.59,0.487,0.403,1.6,11.8,6.8,28.8,1.3,0.6,11.4,28.4,5.8,1.9,7.7,0.143,3.4,-1.3,2.1,2.7,17.2,0.194,0.147,0.078,0.094,0.49,0.677,0.314,0.404,0.45,0.354,0.196,0.509,0.01,8,0.058,7,0
26,Giannis Antetokounmpo,29,MIL,PF,73,73,2567,11.7,19.2,0.611,0.5,1.7,0.274,11.3,17.5,0.645,0.624,7.2,11.0,0.657,2.7,9.0,11.8,6.7,1.2,1.1,3.5,2.9,31.2,MVP-4DPOY-9CPOY-12ASNBA1,antetgi01,29.9,0.649,0.091,0.571,8.6,27.0,17.9,32.7,1.6,2.6,12.7,33.0,9.5,3.7,13.2,0.246,6.7,2.4,9.0,7.2,6.7,0.519,0.251,0.068,0.072,0.645,0.818,0.452,0.323,0.374,0.274,0.509,0.5,0.193,251,0.024,1,0
27,Michael Porter Jr.,25,DEN,SF,81,81,2565,7.3,15.1,0.484,3.1,7.8,0.397,4.2,7.4,0.575,0.586,1.3,1.5,0.836,1.5,6.4,7.9,1.7,0.6,0.7,1.3,2.1,19.0,,portemi01,15.5,0.601,0.513,0.102,4.7,19.3,12.2,6.7,0.8,1.8,7.5,20.7,3.1,3.1,6.2,0.115,1.2,-1.2,0.1,1.3,17.5,0.179,0.092,0.08,0.136,0.575,0.725,0.414,0.477,0.544,0.397,0.758,0.964,0.055,49,0.211,1,0
28,Shai Gilgeous-Alexander,25,OKC,PG,75,75,2553,11.2,21.0,0.535,1.3,3.8,0.353,9.9,17.2,0.576,0.567,8.0,9.2,0.874,0.9,4.9,5.9,6.6,2.1,0.9,2.3,2.6,31.8,MVP-2DPOY-7CPOY-3ASNBA1,gilgesh01,29.3,0.636,0.181,0.436,3.0,14.7,9.1,29.8,2.8,2.4,8.4,32.8,10.5,4.2,14.6,0.275,6.7,2.3,9.0,7.1,11.3,0.252,0.224,0.26,0.083,0.576,0.731,0.492,0.53,0.472,0.353,0.223,0.368,0.027,37,0.059,0,0
29,Grayson Allen,28,PHO,SG,75,74,2513,4.9,9.8,0.499,2.9,6.4,0.461,1.9,3.4,0.57,0.649,1.8,2.1,0.878,0.7,3.5,4.2,3.3,1.0,0.6,1.4,2.2,14.5,,allengr01,13.8,0.679,0.652,0.216,2.3,10.6,6.6,12.1,1.3,1.6,11.3,14.5,4.7,2.2,6.9,0.132,1.1,0.1,1.3,2.0,18.2,0.192,0.13,0.023,0.001,0.57,0.687,0.438,0.375,0.0,0.461,0.57,0.912,0.031,17,0.294,0,0
30,LeBron James,39,LAL,PF,71,71,2504,9.8,18.2,0.54,2.1,5.2,0.41,7.7,13.0,0.592,0.599,4.4,5.8,0.75,0.9,6.6,7.4,8.5,1.3,0.5,3.5,1.1,26.2,CPOY-10ASNBA3,jamesle01,23.7,0.63,0.286,0.318,2.8,19.3,11.5,37.5,1.7,1.3,14.5,29.2,5.7,2.8,8.5,0.164,5.5,0.9,6.5,5.4,11.6,0.345,0.217,0.078,0.073,0.592,0.772,0.482,0.313,0.366,0.41,0.435,0.685,0.071,84,0.096,1,0
31,Paul George,33,LAC,PF,74,74,2502,8.4,17.8,0.471,3.5,8.5,0.413,4.9,9.3,0.523,0.569,3.8,4.2,0.907,0.5,5.1,5.6,3.8,1.6,0.5,2.2,2.9,24.0,AS,georgpa01,19.3,0.613,0.476,0.235,1.7,15.3,8.8,16.1,2.2,1.3,10.1,26.6,4.4,2.8,7.3,0.14,2.9,0.2,3.2,3.3,17.7,0.128,0.125,0.122,0.15,0.523,0.703,0.448,0.523,0.432,0.413,0.448,0.733,0.032,29,0.138,1,0
32,Dennis Schröder,30,2TM,PG,80,58,2486,5.8,13.4,0.435,2.0,5.3,0.375,3.8,8.1,0.474,0.509,2.6,3.1,0.836,0.6,2.9,3.5,7.1,0.9,0.2,2.2,2.4,16.2,,schrode01,13.3,0.55,0.397,0.23,1.7,9.2,5.3,28.0,1.2,0.6,13.0,20.3,2.3,1.0,3.3,0.063,-0.5,-1.3,-1.8,0.1,15.2,0.193,0.173,0.148,0.09,0.474,0.609,0.375,0.445,0.422,0.375,0.332,0.812,0.0,0,0.168,5,0
32,Dennis Schröder,30,TOR,PG,51,33,1559,5.7,12.9,0.442,1.8,5.1,0.35,3.9,7.8,0.501,0.511,2.9,3.4,0.852,0.5,2.7,3.2,7.2,1.1,0.2,1.9,2.4,16.1,,schrode01,13.9,0.559,0.394,0.267,1.5,8.5,4.9,28.0,1.4,0.5,11.7,19.4,2.0,0.5,2.5,0.076,-0.5,-1.3,-1.8,0.1,15.3,0.19,0.163,0.157,0.097,0.501,0.613,0.407,0.466,0.5,0.35,0.394,0.922,0.0,0,0.209,4,0
32,Dennis Schröder,30,BRK,PG,29,25,927,6.1,14.3,0.424,2.4,5.7,0.412,3.7,8.5,0.432,0.507,2.0,2.5,0.797,0.7,3.3,4.0,6.8,0.7,0.3,2.7,2.3,16.5,,schrode01,12.3,0.535,0.402,0.174,1.9,10.3,6.0,28.0,0.9,0.9,15.0,21.8,0.3,0.5,0.8,0.042,-0.5,-1.4,-1.9,0.0,15.1,0.198,0.188,0.133,0.079,0.432,0.603,0.333,0.408,0.276,0.412,0.221,0.672,0.0,0,0.108,1,0
33,D'Angelo Russell,27,LAL,PG,76,69,2484,7.1,15.7,0.456,3.3,7.9,0.415,3.9,7.8,0.497,0.56,2.3,2.8,0.828,0.4,3.0,3.4,7.0,1.0,0.5,2.3,2.3,19.8,,russeda01,16.0,0.588,0.505,0.178,1.3,8.9,5.3,27.6,1.3,1.3,11.8,23.0,3.3,1.8,5.1,0.099,1.7,-0.8,0.9,1.8,17.4,0.109,0.205,0.115,0.067,0.497,0.788,0.403,0.46,0.375,0.415,0.383,0.735,0.001,1,0.127,5,0
34,James Harden,34,LAC,PG,72,72,2470,5.1,12.0,0.428,2.7,7.1,0.381,2.4,4.9,0.497,0.541,4.4,5.0,0.878,0.5,4.9,5.4,8.9,1.1,0.8,2.7,1.9,17.4,,hardeja01,18.6,0.612,0.594,0.418,1.6,14.8,8.4,33.6,1.5,2.1,16.0,20.6,5.9,2.5,8.4,0.163,3.8,0.3,4.1,3.8,18.5,0.144,0.137,0.099,0.027,0.497,0.703,0.345,0.457,0.318,0.381,0.157,0.462,0.002,2,0.076,0,0
35,Devin Booker,27,PHO,PG,68,68,2447,9.4,19.2,0.492,2.2,6.1,0.364,7.2,13.0,0.552,0.55,6.0,6.7,0.886,0.8,3.7,4.5,6.9,0.9,0.4,2.6,3.0,27.1,ASNBA3,bookede01,21.9,0.611,0.32,0.35,2.7,11.1,7.1,31.2,1.2,1.0,10.6,29.8,7.2,2.0,9.2,0.181,4.0,-1.0,3.0,3.1,15.4,0.14,0.158,0.231,0.151,0.552,0.76,0.447,0.551,0.472,0.364,0.373,0.612,0.013,14,0.074,0,0
36,Jarrett Allen,25,CLE,C,77,77,2442,7.7,12.1,0.634,0.0,0.1,0.0,7.7,12.0,0.638,0.634,3.4,4.6,0.742,3.6,8.4,12.0,3.1,0.8,1.2,1.8,2.2,18.7,DPOY-10,allenja01,21.8,0.664,0.007,0.383,11.3,25.8,18.7,13.2,1.1,3.0,11.2,19.4,6.8,3.9,10.7,0.21,2.1,0.9,3.0,3.1,4.2,0.554,0.338,0.081,0.02,0.638,0.738,0.531,0.5,0.25,0.0,0.823,,0.243,170,0.333,0,0
37,Jabari Smith Jr.,20,HOU,PF,76,76,2424,5.6,12.4,0.454,2.0,5.6,0.363,3.6,6.7,0.53,0.537,2.2,2.7,0.811,2.1,7.1,9.1,1.8,0.8,0.9,1.3,3.0,15.5,,smithja05,13.8,0.571,0.456,0.222,6.1,21.3,13.6,7.1,1.0,2.3,8.9,17.6,2.4,3.2,5.6,0.111,-0.5,0.1,-0.4,1.0,16.1,0.187,0.14,0.142,0.074,0.53,0.686,0.479,0.458,0.371,0.363,0.617,0.949,0.066,46,0.182,5,0
38,Stephen Curry,35,GSW,PG,74,74,2421,9.7,21.5,0.45,5.3,13.0,0.408,4.4,8.5,0.515,0.573,4.4,4.8,0.923,0.6,4.4,4.9,5.6,0.8,0.4,3.1,1.7,29.1,CPOY-1ASNBA3,curryst01,20.6,0.616,0.606,0.224,1.7,12.9,7.4,24.7,1.1,1.0,11.7,31.3,5.2,2.0,7.2,0.142,6.3,-1.1,5.2,4.4,19.8,0.074,0.173,0.065,0.082,0.515,0.692,0.508,0.426,0.441,0.408,0.399,0.611,0.0,0,0.08,2,0
39,Bam Adebayo,26,MIA,C,71,71,2416,7.9,15.2,0.521,0.2,0.6,0.357,7.7,14.5,0.528,0.529,4.4,5.8,0.755,2.4,8.6,11.0,4.1,1.2,1.0,2.4,2.4,20.4,DPOY-3ASDEF1,adebaba01,19.8,0.576,0.041,0.381,7.4,27.3,17.3,18.9,1.7,2.7,12.0,24.9,2.9,4.3,7.2,0.144,0.8,1.7,2.4,2.7,8.5,0.245,0.367,0.278,0.069,0.528,0.727,0.515,0.406,0.386,0.357,0.573,1.0,0.148,134,0.167,0,0
40,Chet Holmgren,21,OKC,C,82,82,2413,7.5,14.2,0.53,1.9,5.2,0.37,5.6,9.0,0.623,0.598,3.3,4.1,0.793,1.9,7.7,9.7,3.0,0.8,2.8,2.0,2.9,20.2,ROY-2,holmgch01,20.4,0.632,0.366,0.289,6.2,23.1,15.0,11.6,1.1,7.3,10.9,21.6,4.6,4.4,8.9,0.178,1.8,1.5,3.4,3.3,12.8,0.296,0.208,0.093,0.037,0.623,0.77,0.535,0.461,0.343,0.37,0.652,0.977,0.156,137,0.106,2,0
41,Brook Lopez,35,MIL,C,79,79,2411,5.5,11.3,0.485,2.2,6.0,0.366,3.3,5.2,0.621,0.583,1.6,2.0,0.821,1.7,4.4,6.1,1.9,0.6,2.8,1.2,2.9,14.8,,lopezbr01,14.8,0.608,0.535,0.177,5.4,13.0,9.3,7.1,0.9,6.7,8.8,16.0,3.1,2.8,5.9,0.117,0.2,0.8,1.0,1.8,16.6,0.248,0.122,0.077,0.019,0.621,0.786,0.413,0.431,0.571,0.366,0.739,1.0,0.058,42,0.141,0,0
42,Kentavious Caldwell-Pope,30,DEN,SG,76,76,2402,4.0,8.8,0.46,1.9,4.6,0.406,2.2,4.2,0.52,0.566,1.5,1.7,0.894,0.5,2.3,2.7,2.7,1.5,0.6,1.1,2.3,11.5,,caldwke01,10.7,0.602,0.525,0.193,1.5,6.8,4.2,9.5,2.0,1.5,10.5,12.9,2.2,2.6,4.8,0.096,-2.1,0.7,-1.4,0.4,17.2,0.177,0.085,0.089,0.124,0.52,0.615,0.44,0.423,0.507,0.406,0.745,0.944,0.02,12,0.373,0,0
43,Bogdan Bogdanović,31,ATL,SG,79,33,2401,7.1,16.5,0.428,3.6,9.6,0.374,3.5,6.9,0.503,0.537,2.3,2.5,0.921,0.8,3.3,4.1,3.7,1.4,0.4,1.7,2.7,20.0,6MOY-5,bogdabo01,14.7,0.569,0.583,0.149,2.3,10.3,6.2,14.9,1.9,1.0,8.7,22.3,2.8,1.2,3.9,0.079,0.9,-0.7,0.2,1.4,18.4,0.123,0.148,0.095,0.051,0.503,0.563,0.46,0.514,0.464,0.374,0.558,0.863,0.008,7,0.204,5,0
44,Brandon Miller,21,CHO,SF,74,68,2383,7.2,16.4,0.44,2.8,7.4,0.373,4.4,8.9,0.495,0.524,2.2,2.6,0.827,0.9,3.9,4.8,2.6,1.0,0.6,2.0,2.8,19.3,ROY-3,millebr02,13.0,0.552,0.455,0.16,2.7,12.4,7.4,11.6,1.4,1.6,10.2,23.9,-0.3,1.0,0.8,0.015,-0.9,-1.6,-2.6,-0.3,16.7,0.141,0.168,0.163,0.073,0.495,0.673,0.412,0.426,0.494,0.373,0.493,0.908,0.039,39,0.181,4,0
