Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
11,Josh Hart,28,NYK,SF,81,42,2707,3.9,9.0,.434,1.1,3.4,.310,2.9,5.6,.511,.493,1.2,1.5,.791,1.7,7.3,9.0,4.4,1.0,0.3,1.6,2.3,10.1,,hartjo01
12,Anthony Davis,30,LAL,C,76,76,2700,9.5,17.1,.556,0.4,1.4,.271,9.1,15.7,.582,.567,5.6,6.9,.816,3.2,9.6,12.8,3.5,1.2,2.4,2.1,2.4,25.0,DPOY-4ASNBA2DEF1,davisan02
13,Fred VanVleet,29,HOU,PG,73,73,2684,5.7,13.7,.416,3.0,7.9,.387,2.6,5.8,.454,.527,2.6,3.1,.860,0.4,3.3,3.7,7.9,1.4,0.8,1.7,2.5,17.0,,vanvlfr01
14,De'Aaron Fox,26,SAC,PG,74,74,2659,9.7,21.0,.465,2.9,7.9,.369,6.9,13.1,.522,.534,4.2,5.7,.738,0.9,3.7,4.6,5.7,2.0,0.4,2.6,2.6,26.6,CPOY-12,foxde01
15,Pascal Siakam,29,2TM,PF,80,80,2657,9.2,17.2,.536,1.2,3.3,.346,8.1,13.9,.581,.569,3.9,5.4,.732,1.9,5.8,7.7,4.6,0.9,0.3,1.9,2.6,23.5,,siakapa01
15,Pascal Siakam,29,TOR,PF,39,39,1354,8.6,16.6,.522,1.2,3.9,.317,7.4,12.7,.584,.559,4.5,5.9,.758,1.4,5.1,6.5,5.1,0.9,0.3,2.2,2.3,23.0,,siakapa01
15,Pascal Siakam,29,IND,PF,41,41,1303,9.8,17.9,.549,1.1,2.8,.386,8.8,15.1,.580,.579,3.3,4.8,.699,2.3,6.5,8.8,4.2,0.9,0.4,1.6,2.9,24.1,,siakapa01
16,Jayson Tatum,25,BOS,PF,74,74,2645,9.1,19.4,.471,3.1,8.3,.376,6.0,11.1,.542,.552,5.6,6.8,.833,0.9,7.3,8.2,5.0,1.0,0.6,2.6,2.0,27.0,MVP-6CPOY-9ASNBA1,tatumja01
17,Austin Reaves,25,LAL,SG,82,57,2629,6.3,12.9,.486,2.1,5.8,.367,4.1,7.1,.583,.568,3.2,3.7,.853,0.8,4.0,4.8,6.2,0.9,0.3,2.4,2.1,17.8,,reaveau01
18,Tyrese Maxey,23,PHI,PG,70,70,2626,8.7,19.5,.450,2.9,7.8,.373,5.8,11.7,.501,.524,4.5,5.2,.868,0.5,3.0,3.5,5.9,0.9,0.5,1.6,2.1,24.9,MIP-1AS,maxeyty01
19,Luka Dončić,24,DAL,PG,70,70,2624,11.0,22.7,.487,3.9,10.2,.382,7.1,12.5,.573,.573,6.6,8.3,.786,0.8,8.1,8.9,9.4,1.4,0.5,3.9,2.0,32.5,MVP-3CPOY-6ASNBA1,doncilu01
20,Nikola Vučević,33,CHI,C,76,74,2610,8.1,16.7,.484,1.3,4.3,.294,6.8,12.4,.550,.522,1.5,1.8,.822,2.9,8.2,11.0,3.5,0.7,0.8,1.7,2.6,18.9,,vucevni01
21,Jalen Green,21,HOU,SG,82,82,2601,7.8,18.4,.423,2.8,8.4,.332,5.0,10.1,.498,.498,3.9,4.9,.804,0.6,5.3,5.9,4.0,0.9,0.4,2.6,1.6,22.3,,greenja05
22,Rudy Gobert,31,MIN,C,76,76,2593,5.6,8.5,.661,0.0,0.0,.000,5.6,8.5,.664,.661,3.5,5.4,.638,4.0,9.7,13.6,1.4,0.7,2.2,1.6,3.3,14.7,DPOY-1DEF1,goberru01
23,Keegan Murray,23,SAC,SF,77,77,2588,6.2,13.6,.454,2.5,7.1,.358,3.6,6.5,.560,.548,1.4,1.7,.831,1.5,4.4,5.8,1.8,1.1,0.8,0.9,2.9,16.3,,murrake02
24,Miles Bridges,25,CHO,SF,69,67,2581,7.8,16.9,.462,2.2,6.3,.349,5.6,10.6,.529,.527,2.4,2.9,.825,1.0,6.1,7.0,3.2,0.9,0.5,1.9,1.6,20.2,,bridgmi02
25,Damian Lillard,33,MIL,PG,73,73,2579,7.6,17.8,.424,3.1,8.7,.354,4.5,9.1,.490,.510,6.6,7.2,.920,0.5,4.0,4.5,7.1,1.0,0.3,2.7,1.9,24.8,CPOY-11AS,lillada01
26,Giannis Antetokounmpo,29,MIL,PF,73,73,2567,11.7,19.2,.611,0.5,1.7,.274,11.3,17.5,.645,.624,7.2,11.0,.657,2.7,9.0,11.8,6.7,1.2,1.1,3.5,2.9,31.2,MVP-4DPOY-9CPOY-12ASNBA1,antetgi01
27,Michael Porter Jr.,25,DEN,SF,81,81,2565,7.3,15.1,.484,3.1,7.8,.397,4.2,7.4,.575,.586,1.3,1.5,.836,1.5,6.4,7.9,1.7,0.6,0.7,1.3,2.1,19.0,,portemi01
28,Shai Gilgeous-Alexander,25,OKC,PG,75,75,2553,11.2,21.0,.535,1.3,3.8,.353,9.9,17.2,.576,.567,8.0,9.2,.874,0.9,4.9,5.9,6.6,2.1,0.9,2.3,2.6,31.8,MVP-2DPOY-7CPOY-3ASNBA1,gilgesh01
29,Grayson Allen,28,PHO,SG,75,74,2513,4.9,9.8,.499,2.9,6.4,.461,1.9,3.4,.570,.649,1.8,2.1,.878,0.7,3.5,4.2,3.3,1.0,0.6,1.4,2.2,14.5,,allengr01
30,LeBron James,39,LAL,PF,71,71,2504,9.8,18.2,.540,2.1,5.2,.410,7.7,13.0,.592,.599,4.4,5.8,.750,0.9,6.6,7.4,8.5,1.3,0.5,3.5,1.1,26.2,CPOY-10ASNBA3,jamesle01
31,Paul George,33,LAC,PF,74,74,2502,8.4,17.8,.471,3.5,8.5,.413,4.9,9.3,.523,.569,3.8,4.2,.907,0.5,5.1,5.6,3.8,1.6,0.5,2.2,2.9,24.0,AS,georgpa01
32,Dennis Schröder,30,2TM,PG,80,58,2486,5.8,13.4,.435,2.0,5.3,.375,3.8,8.1,.474,.509,2.6,3.1,.836,0.6,2.9,3.5,7.1,0.9,0.2,2.2,2.4,16.2,,schrode01
32,Dennis Schröder,30,TOR,PG,51,33,1559,5.7,12.9,.442,1.8,5.1,.350,3.9,7.8,.501,.511,2.9,3.4,.852,0.5,2.7,3.2,7.2,1.1,0.2,1.9,2.4,16.1,,schrode01
32,Dennis Schröder,30,BRK,PG,29,25,927,6.1,14.3,.424,2.4,5.7,.412,3.7,8.5,.432,.507,2.0,2.5,.797,0.7,3.3,4.0,6.8,0.7,0.3,2.7,2.3,16.5,,schrode01
33,D'Angelo Russell,27,LAL,PG,76,69,2484,7.1,15.7,.456,3.3,7.9,.415,3.9,7.8,.497,.560,2.3,2.8,.828,0.4,3.0,3.4,7.0,1.0,0.5,2.3,2.3,19.8,,russeda01
34,James Harden,34,LAC,PG,72,72,2470,5.1,12.0,.428,2.7,7.1,.381,2.4,4.9,.497,.541,4.4,5.0,.878,0.5,4.9,5.4,8.9,1.1,0.8,2.7,1.9,17.4,,hardeja01
35,Devin Booker,27,PHO,PG,68,68,2447,9.4,19.2,.492,2.2,6.1,.364,7.2,13.0,.552,.550,6.0,6.7,.886,0.8,3.7,4.5,6.9,0.9,0.4,2.6,3.0,27.1,ASNBA3,bookede01
36,Jarrett Allen,25,CLE,C,77,77,2442,7.7,12.1,.634,0.0,0.1,.000,7.7,12.0,.638,.634,3.4,4.6,.742,3.6,8.4,12.0,3.1,0.8,1.2,1.8,2.2,18.7,DPOY-10,allenja01
37,Jabari Smith Jr.,20,HOU,PF,76,76,2424,5.6,12.4,.454,2.0,5.6,.363,3.6,6.7,.530,.537,2.2,2.7,.811,2.1,7.1,9.1,1.8,0.8,0.9,1.3,3.0,15.5,,smithja05
38,Stephen Curry,35,GSW,PG,74,74,2421,9.7,21.5,.450,5.3,13.0,.408,4.4,8.5,.515,.573,4.4,4.8,.923,0.6,4.4,4.9,5.6,0.8,0.4,3.1,1.7,29.1,CPOY-1ASNBA3,curryst01
39,Bam Adebayo,26,MIA,C,71,71,2416,7.9,15.2,.521,0.2,0.6,.357,7.7,14.5,.528,.529,4.4,5.8,.755,2.4,8.6,11.0,4.1,1.2,1.0,2.4,2.4,20.4,DPOY-3ASDEF1,adebaba01
40,Chet Holmgren,21,OKC,C,82,82,2413,7.5,14.2,.530,1.9,5.2,.370,5.6,9.0,.623,.598,3.3,4.1,.793,1.9,7.7,9.7,3.0,0.8,2.8,2.0,2.9,20.2,ROY-2,holmgch01
41,Brook Lopez,35,MIL,C,79,79,2411,5.5,11.3,.485,2.2,6.0,.366,3.3,5.2,.621,.583,1.6,2.0,.821,1.7,4.4,6.1,1.9,0.6,2.8,1.2,2.9,14.8,,lopezbr01
42,Kentavious Caldwell-Pope,30,DEN,SG,76,76,2402,4.0,8.8,.460,1.9,4.6,.406,2.2,4.2,.520,.566,1.5,1.7,.894,0.5,2.3,2.7,2.7,1.5,0.6,1.1,2.3,11.5,,caldwke01
43,Bogdan Bogdanović,31,ATL,SG,79,33,2401,7.1,16.5,.428,3.6,9.6,.374,3.5,6.9,.503,.537,2.3,2.5,.921,0.8,3.3,4.1,3.7,1.4,0.4,1.7,2.7,20.0,6MOY-5,bogdabo01
44,Brandon Miller,21,CHO,SF,74,68,2383,7.2,16.4,.440,2.8,7.4,.373,4.4,8.9,.495,.524,2.2,2.6,.827,0.9,3.9,4.8,2.6,1.0,0.6,2.0,2.8,19.3,ROY-3,millebr02
45,Harrison Barnes,31,SAC,PF,82,82,2381,5.2,11.1,.474,2.3,5.8,.387,3.0,5.2,.571,.576,2.4,3.0,.801,1.0,2.8,3.8,1.5,0.8,0.2,0.9,1.5,15.1,,barneha02
46,Derrick White,29,BOS,SG,73,73,2381,5.9,12.7,.461,3.0,7.5,.396,2.9,5.2,.555,.578,2.1,2.3,.901,0.8,3.9,4.7,5.7,1.1,1.3,1.7,2.3,16.7,DPOY-8DEF2,whitede01
47,Tobias Harris,31,PHI,PF,70,70,2368,7.0,14.5,.487,1.4,3.9,.353,5.7,10.5,.537,.535,2.8,3.2,.878,1.2,5.7,6.9,3.3,1.1,0.7,1.4,1.7,18.3,,harrito02
48,Donte DiVincenzo,27,NYK,SG,81,63,2360,6.8,15.3,.443,4.3,10.8,.401,2.5,4.6,.542,.584,1.3,1.7,.754,1.0,3.6,4.5,3.3,1.6,0.5,1.7,2.5,19.2,,divindo01
49,Jordan Poole,24,WAS,SG,78,66,2346,7.5,18.2,.413,2.8,8.7,.326,4.7,9.5,.492,.491,2.9,3.4,.877,0.5,2.8,3.3,5.3,1.3,0.4,2.9,3.7,20.8,,poolejo01
50,Jaylen Brown,27,BOS,SF,70,70,2343,9.6,19.3,.499,2.2,6.3,.354,7.4,13.0,.570,.557,3.2,4.6,.703,1.3,4.7,5.9,3.8,1.3,0.6,2.6,2.8,24.7,AS,brownja02
51,Malik Beasley,27,MIL,SG,79,77,2337,4.9,11.1,.443,3.5,8.3,.413,1.5,2.8,.533,.598,0.4,0.5,.714,0.6,3.8,4.5,1.7,0.9,0.1,0.8,2.4,13.7,,beaslma01
52,Franz Wagner,22,ORL,SF,72,72,2337,8.1,16.9,.482,1.4,5.1,.281,6.7,11.7,.570,.525,4.2,4.9,.850,1.1,4.8,5.9,4.1,1.2,0.4,2.1,2.6,21.9,,wagnefr01
53,Kawhi Leonard,32,LAC,SF,68,68,2330,9.4,18.0,.525,2.2,5.2,.417,7.3,12.8,.569,.585,3.9,4.4,.885,1.3,5.1,6.4,3.8,1.7,0.9,1.8,1.5,24.9,ASNBA2,leonaka01
54,Herbert Jones,25,NOP,SF,76,76,2321,4.5,9.1,.498,1.8,4.2,.418,2.8,4.9,.568,.595,2.1,2.5,.867,1.1,3.1,4.2,3.1,1.6,1.0,1.4,3.5,13.0,DPOY-5DEF1,joneshe01
55,Aaron Gordon,28,DEN,PF,73,73,2297,6.2,11.2,.556,0.6,2.2,.290,5.6,9.1,.619,.584,2.8,4.2,.658,2.7,4.7,7.4,4.1,0.9,0.7,1.6,2.2,15.9,,gordoaa01
56,Klay Thompson,33,GSW,SF,77,63,2284,7.7,17.9,.432,4.2,10.9,.387,3.5,7.0,.503,.551,2.0,2.2,.927,0.6,3.5,4.0,2.8,0.8,0.6,1.8,2.0,21.7,,thompkl01
57,Kyle Kuzma,28,WAS,PF,70,70,2281,9.6,20.7,.463,2.4,7.1,.336,7.2,13.6,.530,.521,2.9,3.8,.775,1.0,6.3,7.3,4.7,0.6,0.8,3.0,2.4,24.5,,kuzmaky01
58,Jrue Holiday,33,BOS,PG,69,69,2263,5.3,11.0,.480,2.2,5.1,.429,3.1,5.8,.526,.581,1.0,1.1,.833,1.3,4.6,5.9,5.3,1.0,0.8,2.0,1.7,13.7,DPOY-6DEF2,holidjr01
59,Deni Avdija,23,WAS,SF,75,75,2257,6.5,12.8,.506,1.4,3.7,.374,5.1,9.1,.560,.560,3.2,4.4,.740,1.3,7.3,8.6,4.6,1.0,0.6,2.6,3.0,17.6,,avdijde01
60,Devin Vassell,23,SAS,SG,68,62,2248,8.0,16.9,.472,2.7,7.1,.372,5.3,9.8,.544,.550,2.6,3.2,.801,0.4,3.7,4.2,4.4,1.2,0.4,1.7,1.2,21.2,,vassede01
61,Luguentz Dort,24,OKC,SF,79,79,2246,4.6,10.5,.438,2.5,6.3,.394,2.1,4.2,.506,.557,2.1,2.5,.826,1.2,3.4,4.6,1.8,1.2,0.8,1.2,3.7,13.8,,dortlu01
62,Max Strus,27,CLE,SF,70,70,2239,4.9,11.7,.418,2.7,7.7,.351,2.2,4.0,.546,.533,1.2,1.6,.794,1.1,4.4,5.4,4.6,1.0,0.5,1.8,2.7,13.7,,strusma01
63,Dillon Brooks,28,HOU,SF,72,72,2227,5.3,12.4,.428,2.1,6.0,.359,3.2,6.4,.492,.515,2.0,2.4,.844,0.9,3.1,4.0,1.9,1.0,0.2,1.4,3.9,14.8,,brookdi01
64,Tyrese Haliburton,23,IND,PG,69,68,2224,8.1,17.0,.477,3.2,8.7,.364,4.9,8.3,.595,.570,3.1,3.7,.855,0.6,3.8,4.4,12.2,1.3,0.8,2.6,1.2,22.5,ASNBA3,halibty01
65,Jalen Williams,22,OKC,PF,71,71,2223,8.7,16.1,.540,1.7,3.9,.427,7.0,12.2,.576,.592,2.9,3.6,.814,0.6,4.0,4.6,5.2,1.3,0.7,2.0,2.8,21.9,CPOY-12,willija06
66,P.J. Washington,25,2TM,PF,73,45,2221,5.7,13.1,.436,2.1,6.7,.320,3.6,6.5,.558,.518,1.6,2.4,.683,1.4,5.3,6.7,2.3,1.2,1.0,1.6,2.7,15.2,,washipj01
66,P.J. Washington,25,CHO,PF,44,17,1286,6.4,14.2,.446,2.2,6.8,.324,4.1,7.4,.558,.524,1.9,2.6,.713,1.5,5.0,6.5,2.7,1.1,0.9,1.8,3.1,16.8,,washipj01
66,P.J. Washington,25,DAL,PF,29,28,935,4.9,11.6,.421,2.0,6.5,.314,2.8,5.1,.556,.508,1.2,2.0,.627,1.2,5.7,6.9,1.7,1.3,1.0,1.2,2.2,13.1,,washipj01
67,Jaden Ivey,21,DET,SG,77,61,2217,6.8,15.8,.429,2.0,6.0,.336,4.8,9.8,.485,.492,3.7,4.9,.749,1.4,2.9,4.3,4.8,0.9,0.7,3.1,3.3,19.2,,iveyja01
68,Ayo Dosunmu,24,CHI,SG,76,37,2212,5.9,11.7,.501,1.9,4.8,.403,3.9,6.9,.568,.583,1.4,1.7,.810,0.9,2.6,3.5,3.9,1.1,0.6,1.7,2.7,15.0,,dosunay01
69,Zion Williamson,23,NOP,PF,70,70,2207,10.2,17.8,.570,0.1,0.3,.333,10.1,17.6,.574,.573,5.7,8.1,.702,2.0,4.6,6.6,5.7,1.3,0.8,3.1,2.6,26.1,,willizi01
70,Mike Conley,36,MIN,PG,76,76,2193,4.8,10.6,.457,2.9,6.6,.442,1.9,3.9,.481,.595,1.7,1.8,.911,0.6,3.0,3.6,7.4,1.4,0.3,1.7,2.1,14.3,,conlemi01
71,Jeremy Sochan,20,SAS,PF,74,73,2193,5.6,12.7,.438,1.1,3.7,.308,4.4,9.0,.492,.483,1.8,2.4,.771,2.2,5.6,7.8,4.1,1.0,0.7,2.3,2.8,14.1,,sochaje01
72,Buddy Hield,31,2TM,SF,84,42,2160,6.2,14.2,.436,3.6,9.5,.386,2.5,4.7,.539,.565,0.9,1.0,.881,1.0,3.5,4.5,3.9,1.2,0.7,1.7,2.8,16.9,,hieldbu01
72,Buddy Hield,31,IND,SF,52,28,1336,6.2,13.9,.443,3.7,9.6,.384,2.5,4.3,.575,.575,0.8,0.9,.848,0.9,3.6,4.5,3.7,1.2,0.8,1.7,2.8,16.8,,hieldbu01
72,Buddy Hield,31,PHI,SG,32,14,824,6.2,14.5,.426,3.6,9.2,.389,2.6,5.3,.492,.550,1.0,1.1,.923,1.2,3.3,4.5,4.2,1.2,0.5,1.8,2.9,17.0,,hieldbu01
73,CJ McCollum,32,NOP,PG,66,66,2159,8.1,17.6,.459,4.0,9.3,.429,4.1,8.3,.492,.572,1.9,2.3,.827,0.7,4.1,4.8,5.1,1.0,0.7,1.8,2.1,22.0,,mccolcj01
74,Spencer Dinwiddie,30,2TM,PG,76,52,2152,4.2,10.7,.392,2.1,6.2,.337,2.1,4.6,.467,.489,2.8,3.5,.805,0.5,2.9,3.4,6.0,0.9,0.4,1.5,2.3,13.3,,dinwisp01
74,Spencer Dinwiddie,30,BRK,PG,48,48,1474,4.8,12.2,.391,2.2,6.8,.320,2.6,5.4,.480,.480,3.1,3.9,.781,0.6,3.2,3.9,7.0,0.9,0.2,1.5,2.1,14.8,,dinwisp01
74,Spencer Dinwiddie,30,LAL,PG,28,4,678,3.0,7.5,.397,1.9,4.8,.389,1.1,2.7,.412,.521,2.3,2.7,.880,0.2,2.3,2.5,3.6,0.7,0.7,1.5,2.8,10.1,,dinwisp01
75,Tre Jones,24,SAS,PG,77,48,2138,5.1,10.1,.505,1.1,3.2,.335,4.0,6.9,.584,.558,1.7,2.0,.856,1.0,3.9,4.9,8.0,1.3,0.2,2.0,1.5,13.0,,jonestr01
76,Grant Williams,25,2TM,PF,76,43,2130,4.7,10.2,.456,2.1,5.7,.375,2.5,4.5,.558,.560,1.8,2.4,.757,1.5,3.9,5.4,2.9,0.7,0.7,1.8,3.8,13.3,,willigr01
76,Grant Williams,25,DAL,PF,47,33,1242,3.8,9.2,.413,2.3,6.1,.376,1.5,3.1,.486,.538,1.2,1.6,.745,1.3,3.6,4.9,2.3,0.7,0.8,1.5,4.0,11.1,,willigr01
76,Grant Williams,25,CHO,PF,29,10,888,5.9,11.7,.503,1.9,5.1,.373,4.0,6.6,.605,.585,2.6,3.4,.765,1.6,4.4,6.0,3.8,0.8,0.5,2.3,3.6,16.3,,willigr01
77,Jaren Jackson Jr.,24,MEM,C,66,66,2124,8.7,19.7,.444,2.0,6.2,.320,6.8,13.5,.501,.494,5.7,7.1,.808,1.4,4.7,6.2,2.6,1.4,1.8,2.7,4.0,25.2,,jacksja02
78,Tim Hardaway Jr.,31,DAL,SF,79,12,2120,6.7,16.6,.402,3.6,10.1,.353,3.1,6.4,.478,.510,2.4,2.9,.852,0.4,3.9,4.3,2.4,0.7,0.1,1.2,1.8,19.3,6MOY-9,hardati02
79,Nic Claxton,24,BRK,C,71,71,2116,6.2,9.9,.629,0.0,0.1,.200,6.2,9.8,.633,.630,1.8,3.3,.551,3.3,8.7,12.0,2.5,0.8,2.5,1.6,3.0,14.3,,claxtni01
80,Jaime Jaquez Jr.,22,MIA,SF,75,20,2113,5.8,11.9,.489,1.1,3.4,.322,4.7,8.4,.558,.536,2.4,3.0,.811,1.4,3.5,4.9,3.3,1.3,0.3,1.9,2.8,15.1,ROY-46MOY-9,jaqueja01
81,Taurean Prince,29,LAL,PF,78,49,2108,4.3,9.8,.442,2.4,6.1,.396,1.9,3.7,.519,.566,0.9,1.2,.735,0.4,3.6,3.9,2.0,1.0,0.6,1.2,2.5,11.9,,princta02
82,Victor Wembanyama,20,SAS,C,71,71,2106,9.4,20.3,.465,2.2,6.7,.325,7.2,13.5,.534,.519,5.0,6.3,.796,2.8,10.2,12.9,4.7,1.5,4.3,4.4,2.6,26.0,ROY-1DPOY-2DEF1,wembavi01
83,Jaden McDaniels,23,MIN,SF,72,71,2105,5.3,10.7,.489,1.5,4.4,.337,3.8,6.4,.592,.557,1.0,1.4,.722,1.0,2.9,3.8,1.7,1.1,0.7,1.5,3.7,12.9,DEF2,mcdanja02
84,Brandon Ingram,26,NOP,SF,64,64,2103,8.6,17.4,.492,1.5,4.1,.355,7.1,13.3,.534,.534,4.2,5.3,.801,0.7,4.8,5.5,6.2,0.9,0.7,2.8,2.5,22.8,,ingrabr01
85,Scottie Barnes,22,TOR,SG,60,60,2094,7.7,16.2,.475,1.7,5.1,.341,5.9,11.1,.536,.528,3.4,4.3,.781,2.4,6.1,8.5,6.2,1.3,1.5,2.8,2.0,20.5,AS,barnesc01
86,Jusuf Nurkić,29,PHO,C,76,76,2078,5.5,10.9,.510,0.4,1.6,.244,5.2,9.3,.555,.528,2.9,4.5,.640,3.9,10.6,14.5,5.2,1.4,1.4,3.0,4.4,14.4,,nurkiju01
87,Myles Turner,27,IND,C,77,77,2076,8.3,15.8,.524,2.0,5.6,.358,6.2,10.1,.615,.587,4.2,5.5,.773,2.0,7.3,9.2,1.7,0.7,2.5,1.9,4.0,22.8,,turnemy01
88,Collin Sexton,25,UTA,SG,78,51,2075,8.8,18.0,.487,2.2,5.6,.394,6.6,12.4,.530,.549,5.5,6.4,.859,1.2,2.3,3.6,6.6,1.1,0.3,2.9,2.7,25.3,,sextoco01
89,Cam Thomas,22,BRK,SG,66,51,2075,9.1,20.6,.442,2.5,6.9,.364,6.6,13.8,.481,.503,5.0,5.8,.856,0.5,3.2,3.7,3.3,0.8,0.3,2.2,2.4,25.7,,thomaca02
90,Cade Cunningham,22,DET,PG,62,62,2074,9.1,20.3,.449,2.1,5.8,.355,7.0,14.4,.487,.500,4.1,4.8,.869,0.6,4.1,4.7,8.1,1.0,0.4,3.7,2.7,24.4,,cunnica01
91,Corey Kispert,24,WAS,SF,80,22,2067,6.7,13.8,.486,3.2,8.4,.383,3.5,5.5,.643,.602,2.0,2.7,.726,0.5,3.4,3.9,2.7,0.7,0.3,1.7,2.5,18.6,,kispeco01
92,Saddiq Bey,24,ATL,SF,63,51,2062,5.1,12.2,.416,2.0,6.3,.316,3.1,5.9,.522,.497,3.0,3.5,.837,2.9,4.3,7.2,1.6,0.9,0.2,0.9,1.5,15.1,,beysa01
93,Kelly Oubre Jr.,28,PHI,SF,68,52,2055,6.8,15.4,.441,1.8,5.7,.311,5.0,9.7,.517,.498,3.0,4.1,.750,1.6,4.3,6.0,1.8,1.3,0.8,1.5,3.4,18.4,,oubreke01
94,Alperen Şengün,21,HOU,C,63,63,2046,9.3,17.3,.537,0.6,2.0,.297,8.7,15.3,.567,.553,4.3,6.2,.693,3.2,7.1,10.4,5.5,1.3,0.8,2.9,3.7,23.4,,sengual01
95,Jimmy Butler,34,MIA,PF,60,60,2042,7.0,14.0,.499,1.1,2.6,.414,5.9,11.4,.519,.537,6.9,8.1,.858,1.9,3.8,5.6,5.3,1.4,0.3,1.8,1.2,22.0,,butleji01
96,Alex Caruso,29,CHI,SG,71,57,2040,4.5,9.5,.468,2.4,5.9,.408,2.1,3.7,.563,.593,1.3,1.7,.760,1.1,3.7,4.8,4.4,2.1,1.2,1.8,3.2,12.6,DPOY-10DEF2,carusal01
97,Terry Rozier,29,2TM,SG,61,60,2040,7.8,17.6,.443,2.6,7.2,.363,5.2,10.4,.498,.518,3.0,3.5,.869,0.6,3.7,4.4,6.0,1.1,0.4,1.9,1.8,21.3,,roziete01
97,Terry Rozier,29,CHO,SG,30,30,1065,8.5,18.6,.459,2.8,7.8,.358,5.7,10.7,.533,.535,3.7,4.4,.845,0.6,3.4,4.0,6.7,1.1,0.4,2.2,1.8,23.5,,roziete01
97,Terry Rozier,29,MIA,PG,31,30,975,7.0,16.6,.423,2.4,6.6,.371,4.6,10.0,.458,.497,2.3,2.5,.913,0.7,4.1,4.8,5.3,1.1,0.3,1.5,1.8,18.8,,roziete01
98,Keldon Johnson,24,SAS,SF,69,27,2038,6.9,15.2,.454,2.2,6.5,.346,4.7,8.7,.533,.527,3.1,3.9,.792,1.7,5.0,6.7,3.4,0.9,0.4,1.8,2.6,19.1,,johnske04
99,Kyrie Irving,31,DAL,SG,58,58,2030,10.0,20.1,.497,3.1,7.5,.411,6.9,12.6,.548,.573,3.4,3.7,.905,0.8,4.4,5.1,5.3,1.3,0.5,1.9,2.0,26.4,CPOY-7,irvinky01
100,Karl-Anthony Towns,28,MIN,PF,62,62,2026,8.5,16.9,.504,2.4,5.8,.416,6.1,11.1,.550,.575,4.5,5.2,.873,1.7,7.5,9.2,3.4,0.8,0.7,3.1,3.6,24.0,AS,townska01
